ID,8,11,12,13,14,15,19,20,21,22,23,24,25,27,28,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,70,98,99,102,103,126,127,128,129,130,132,133,480,481,482,483,511,512,513,514,515,516,517,518,519,521,522,523,524,525,526,527,528,529,592,593,594,595,832,856,857,859,860,862,863,877,878,879,880,881,882,883,884,885,886,887,888,889,890,892,893,894,895,896,897,898,900,901,902,903,906,907,908,909,910,911,913,914,915,916,917,918,919,920,921,922,923,924,925,926,927,928,929,930,931,932,933,934,935,936,937,938,939,940,941,942,943,946
63,155,173,809,694,572,0,694,377,154,1632,2777,9,1611,3251,21644,0,0,78,434,397,1327,1222,1581,932,375142,0,197350,0,128232,4,6433,20,0,0,0,1,3,5,4075,6138,109232,0,0,14066,12562,5688,6987,2675,152,14,15,0,67,1,1,0,2,0,9,0,59,51,43,0,0,9,12,66,106,1140,0,0,0,0,0,8814,89,370,420,30,92,3101,323,0,49,0,0,142,41,48,2,7,69,2,17,21,920,0,560,127,1051,0,0,54,50,4,83,1123,1794,204,202,375,974,3,1,1,0,19,14,12,25,72,47,59,37,0,10,0,137,401,106,369,174,0,17,0,9,4,154,0,130,0,5,0,4
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251,3114,11643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5571,174691,0,0
65,47,47,217,295,213,0,415,247,30,444,942,1,508,1621,3622,0,0,14,46,82,193,222,302,144,55715,0,21590,0,114432,2,6436,0,2145,1,0,0,0,0,946,1853,31155,0,0,11654,1940,667,3036,674,28,0,3,0,8,0,0,0,0,0,3,0,10,4,6,0,0,2,3,7,23,226,0,0,0,0,0,2127,20,83,103,14,13,897,46,0,8,0,0,58,47,8,0,1,12,1,7,6,164,0,169,40,307,0,0,4,14,1,23,159,244,51,57,109,164,3,0,0,1,10,3,1,12,18,10,17,9,0,2,0,25,104,21,102,23,2,4,0,1,0,42,0,32,0,1,0,1
66,54,44,574,184,324,0,257,161,42,370,1914,0,279,853,5184,0,0,25,112,55,581,309,1385,104,99746,0,34703,0,34339,0,20302,1,4502,2,0,0,0,0,2352,1157,59722,0,0,5072,2470,1500,2493,1905,38,10,8,0,15,0,0,0,0,0,1,0,13,11,11,0,0,3,1,19,20,287,0,0,0,0,0,2428,27,75,119,8,22,1024,41,0,11,0,0,47,37,16,0,2,18,1,2,2,155,0,278,37,132,0,0,13,4,2,26,730,453,84,162,130,217,1,0,0,2,12,10,6,4,32,36,11,17,0,3,0,36,100,37,203,49,1,4,0,1,0,85,0,24,0,1,0,0
67,212,193,2040,1939,644,0,629,328,156,2196,4570,12,1416,2921,8746,0,0,58,367,290,1360,629,510,139,230187,0,38440,0,70734,2,22123,3,25488,3,2,20,2,2,5735,4224,71215,1,0,5820,3945,2801,3262,1897,160,34,42,0,56,0,0,0,7,0,15,0,59,17,32,1,0,11,25,29,57,1003,0,0,0,0,0,4905,132,451,299,8,69,4347,308,0,40,0,0,136,58,35,2,4,84,2,14,15,683,0,424,118,534,0,0,32,61,6,117,372,520,108,116,302,620,4,1,0,0,35,22,11,30,204,58,78,83,0,15,0,78,281,85,592,112,3,12,0,4,3,249,0,108,1,4,0,3
68,60530,75524,50731,14501,2172,810,1,376,294179,0,794,1,84,50,55,0,0,0,5,4,8,38,57,331,27,0,14,0,44,16,0,13,0,1,6,3,1508,954336,934,420,7,935038,0,22,21,12,38,228,6,1483,2297,0,13606,156,193,0,135,0,411,0,11646,8899,4884,9,0,1223,1826,3355,1820,10377,0,0,0,0,0,51,76,40,39,2,21,486,176,0,69,1,0,195,29,59,4,12,96,3,28,36,40,0,30,47,562,0,0,1893,495,394,235,70,76,58,33,121,314,303274,38200,85574,126983,483560,123445,74485,312488,755887,221495,509840,64420,0,29525,6167,231,1050,1097,3611,5271,6343,33233,0,15042,22362,330485,42350,239,2,294,0,17210
70,7812,2389,2041,1041,326,756,1,349,22820,0,1084,5,116,70,70,0,0,0,2,3,14,138,120,703,20,0,11,0,28,63,0,21,0,25,11,7,888042,157,949,514,0,17109,0,58,54,41,54,468,2,1047,986,0,3834,54,59,0,82,0,386,0,3379,1926,1229,4,0,366,695,861,549,4316,0,0,0,0,0,67,33,64,67,4,9,1022,61,0,52,0,0,360,64,31,4,10,57,2,17,42,29,0,147,114,795,0,0,486,96,24,70,115,85,73,44,125,324,4084,1154,1134,9874,16764,14117,2650,21059,20451,7526,13721,2981,0,1044,1237,117,1084,765,946,1909,245,817,0,437,683,7789,2296,204,20,569,0,692
98,9036,8916,29610,27507,14551,41,27652,25552,15344,225,149004,1563,49166,21179,31002,0,0,93,342,547,2880,3504,5142,28506,1991,0,3489,0,7758,7657,0,3861,0,746,2292,3703,393,319,4426,136955,821,24,0,8635,10107,6828,7833,5381,132,2645,2557,0,4372,68,190,0,413,0,1317,0,4301,2361,1631,11,0,516,989,2041,959,15649,0,0,0,0,0,30193,43134,30272,7032,662,3341,54113,45431,0,1978,1,0,3301,918,2402,129,668,5653,218,1777,2482,21097,0,11461,19151,92274,0,0,361,177,100,585,1370,964,197,143,363,1070,1435,12,4,8,1654,1380,473,1794,5648,1774,3014,705,0,195,73,177,1206,951,1883,2223,69,377,0,183,378,4781,145,316,1011,45736,0,95
99,9741,7875,42942,33311,29140,12,37750,20388,6957,94672,93501,566,64998,75075,186794,0,0,401,1764,2251,9974,8927,12177,21780,34483,0,28283,0,30964,26662,0,5952,0,1854,1441,3057,109,81,158085,992,10632,9,0,42747,54024,23375,47726,24001,620,822,493,0,1963,24,66,0,180,0,445,0,1414,923,784,13,0,205,212,903,1300,58152,0,0,0,0,0,102839,6722,20435,10370,519,1731,72098,14794,0,1388,1,0,3286,775,1037,85,209,1520,76,374,428,65353,0,10524,5708,37449,0,0,370,773,50,3515,4088,7829,922,688,1822,3274,271,9,3,9,1191,814,364,875,3798,1876,2575,704,0,274,28,499,1669,545,1604,1412,48,354,0,220,213,5942,2,1271,780,32701,0,103
102,32,25,84,145,147,0,190,81,17,297,673,19,228,7184,19706,0,0,24,88,331,4956,10898,17271,56285,710100,321294,18,361127,13,319252,0,118141,0,34428,74501,66212,1,1,498,7686,121,0,0,137328,64557,36465,53195,8516,128,3,7,0,10,2,4,0,3,0,1,0,5,4,7,0,0,0,2,12,7,251,0,0,0,0,0,3760,71,46,206,18,22,1180,55,0,6,0,0,32,2,13,0,3,9,0,4,3,227,0,260,209,929,0,0,3,15,2,37,2309,1416,201,49,111,94,2,0,0,0,4,4,0,7,18,3,7,7,0,2,0,20,50,27,69,27,1,0,0,0,0,25,1,92,14797,651025,0,2
103,10184,1589,1005,451,168,141,0,64,10156,0,332,0,197,36,61,0,0,0,10,2,4,66,145,261,9,0,17,0,17,35,0,34,0,9,10,4,1173054,16676,155,305,1,92,0,13,25,8,21,461,0,520,294,0,1946,9,19,0,25,0,98,0,1891,1165,901,1,0,116,315,540,511,1775,0,0,0,0,0,30,8,14,14,1,2,394,19,0,5,0,0,75,3,9,1,0,15,0,5,30,17,0,37,65,490,0,0,431,88,44,66,36,20,17,18,70,124,17466,2980,4814,4697,24474,5768,2845,5372,13883,4840,7705,1561,0,595,2308,31,304,284,821,1897,135,381,0,242,311,3290,4575,60,9,369,0,633
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,278,350,1452,1476,1123,2,2000,838,267,3601,6597,21,3311,24454,33293,0,0,149,638,1252,5531,4763,6485,13181,112108,0,26293,0,5531,2953,0,4624,0,4226,2550,3062,3,2,5628,29881,95509,0,0,108,30313,30375,6875,13852,608,77,67,0,87,3,8,0,8,0,18,0,103,49,63,0,0,24,24,88,81,1569,0,0,0,0,0,15361,207,831,1024,58,196,7184,583,0,129,1,0,288,48,57,2,15,123,4,33,32,2053,0,1191,457,4118,0,0,81,81,26,233,3632,1891,651,352,882,1750,16,0,0,0,42,37,19,46,157,164,296,62,0,41,0,166,694,260,1191,407,5,15,0,18,8,184,1,562,1509,28908,0,10
128,771,263,1486,1735,1748,1,3774,1391,909,5235,10778,30,5233,43017,88372,0,0,192,818,2059,4959,4068,6669,28370,60300,0,22364,0,29855,10938,0,12549,0,2004,6560,3584,5,4,9618,50968,56396,10,0,30115,61,15818,41451,16827,7950,187,70,0,259,4,3,0,12,0,37,0,245,142,126,1,0,23,225,162,253,3368,0,0,0,0,0,19091,235,998,1782,41,270,16375,471,0,125,0,0,318,171,105,12,31,195,5,41,55,2260,0,4961,1944,8284,0,0,284,285,25,381,6425,4407,1709,1216,5549,6556,18,3,1,16,132,70,44,55,167,100,129,55,0,30,0,705,2538,818,2798,1015,4,29,0,16,5,211,0,1392,815,32162,0,3
129,769,273,918,1684,1250,6,1060,982,774,3382,7372,26,3707,13234,42795,0,0,692,1145,2280,2040,3066,8317,11273,24774,0,16289,0,12376,4455,0,6938,0,688,2167,2049,11,8,6796,24580,28754,14,0,31164,9553,59,24013,5039,17793,247,175,0,358,2,7,0,27,0,226,0,549,148,208,3,0,50,124,229,260,1863,0,0,0,0,0,15425,186,1195,939,46,134,12550,527,0,126,0,0,192,92,85,5,71,241,9,81,85,1508,0,2811,1408,5746,0,0,172,141,40,208,5323,4124,1179,1421,6598,9136,13,0,2,6,129,90,48,98,315,110,226,49,0,15,2,476,2132,639,2019,1272,2,16,0,29,5,447,1,786,625,18098,0,6
130,783,421,2707,2412,2321,2,3016,1312,573,5950,11486,29,6165,17201,72488,0,0,566,615,749,7437,10070,15219,49275,53711,0,18493,0,5030,3601,0,6048,0,3132,2909,3129,3,8,9307,59264,41979,9,0,4686,44143,20955,72,16356,1517,116,60,0,146,3,2,0,3,0,38,0,139,79,82,0,0,14,30,124,291,5065,0,0,0,0,0,25069,261,1481,1289,50,213,12566,326,0,80,0,0,270,124,45,2,18,97,9,22,26,3268,0,2768,1142,6141,0,0,170,208,15,533,5227,2670,1206,894,1918,2380,15,0,0,2,150,67,44,63,261,182,132,64,0,20,1,432,1440,473,2411,822,3,26,0,9,7,309,0,751,826,52192,0,10
132,2782,1175,1981,2451,644,48,785,576,4777,2779,5670,17,2248,10408,21835,0,0,142,519,231,1078,2688,1989,8245,3992,0,8291,0,11032,2714,0,2904,0,598,927,1381,142,221,5036,26301,6231,40,0,14915,13483,4445,16196,76,2920,1289,933,0,2339,55,96,0,138,0,386,0,3208,1106,993,4,0,265,644,1285,1129,12681,0,0,0,0,0,7648,118,629,683,16,94,10946,387,0,97,0,0,202,127,105,4,52,136,5,52,53,1080,0,1201,606,14284,0,0,1113,1469,416,1841,10010,31550,13895,15184,155291,115059,120,83,45,255,1069,888,208,800,2217,863,1109,364,0,138,11,3556,14577,3662,8338,4705,27,101,0,43,63,1730,3,6366,361,24405,0,41
133,65,16,48,39,16,3,21,5,68,26,65,2,55,142,416,0,181253,1848774,1664149,2269681,1170030,459013,688905,1531363,156,0,55,0,111,90,0,103,0,17,64,75,5,2,102,612,88,0,0,261,7130,14061,1005,8316,1098,10,17,0,32,5,9,0,4,0,5,0,36,35,28,0,0,6,8,17,13,316,0,0,0,0,0,113,12,14,17,1,2,205,8,0,0,0,0,3,0,0,0,0,3,0,0,1,38,0,17,18,144,0,0,16,25,14,61,2241,1705,294,137,445,413,1,0,0,0,7,3,2,8,14,6,12,2,0,1,0,108,254,104,170,68,0,0,0,1,0,29,1,160,11,1543,0,0
480,3275,3040,6403,5783,1495,2082,1,773,9774,0,2364,6,244,82,161,0,0,4,21,21,66,664,686,2785,34,0,49,0,75,80,0,49,0,9,22,39,862,518,2180,1097,9,314,0,129,336,253,346,1532,23,2580,10414,0,57498,471205,669560,0,213023,0,227473,0,143928,55073,40483,98,0,5032,9790,11474,16389,84088,0,0,0,0,0,113,59,149,133,5,52,1441,350,0,89,0,0,913,140,118,11,37,266,7,65,208,60,0,93,119,1603,0,0,3382,255,150,632,528,551,322,389,1917,4180,361,395,139,1539,2023,1347,704,3905,7221,2937,2659,560,0,544,23,360,2677,1820,5559,9311,44,146,0,99,136,2061,29,1324,5,660,0,213
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,4110,4676,4671,7102,1049,3043,0,667,11749,7,3092,1,286,295,175,0,0,6,35,19,73,564,951,6209,1290,0,166,0,115,110,0,133,0,44,76,171,1648,393,2908,2348,16,319,0,152,423,230,344,1841,30,28832,98,0,485,177095,130091,0,25077,0,55112,0,233,92097,62,122376,0,39,53,171,19,67,0,0,0,0,0,88,91,106,167,2,14,4834,296,0,48,0,0,758,81,63,1,10,105,4,27,61,65,0,122,306,2324,0,0,1499,189,12,37,1262,1006,418,593,5869,10178,165,247,83,1348,1065,548,162,617,1568,736,1083,179,0,35,5,113,1376,1064,1401,1190,14,85,0,23,22,898,9,1279,17,4082,0,32
483,5107,4230,7036,7302,2145,3387,2,1168,26094,1,4220,4,243,97,168,0,0,2,25,23,213,834,1099,4529,31,0,43,0,114,90,0,89,0,23,57,49,5436,1505,3607,1408,6,1091,0,115,378,373,318,2513,28,50736,66,0,2849,220658,201835,0,61990,0,263553,0,757,347,313,4,0,108,79,325,158,1249,0,0,0,0,0,141,101,132,212,7,104,2780,643,0,89,1,0,1336,159,146,8,25,326,24,79,360,83,0,169,240,2053,0,0,285,33,17,170,1399,963,475,667,5215,7654,1762,1573,378,5721,1258,804,328,795,2217,772,1590,261,0,113,17,504,5999,3312,15088,2419,35,114,0,64,79,1347,62,1780,30,808,0,72
511,27795,435,411,355,78,38,1,31,38711,1,67,2,8,7,10,0,0,1,8,0,3,16,19,179,21,0,4,0,4,1,0,1,0,1,2,6,148,22,85,56,3,5,0,12,6,3,5,42,11,229587,141836,0,242619,1989,647,360572,580124,1625522,559451,280770,345544,217517,103762,714,0,37692,96054,108458,42911,519942,0,0,0,0,0,16,13,13,4,0,1,92,32,0,3,0,0,27,0,3,0,1,13,1,3,4,8,0,3,2,99,0,0,6293,1077,1031,1469,23,26,60,8,62,150,149,6,2,54,322,156,54,225,568,166,310,53,0,14,3,484,1113,3924,24499,40222,6,20,0,16,24,189,4,192,1,51,0,12
512,17727,463,767,686,192,152,0,69,29097,1,131,4,9,3,10,0,0,0,4,1,12,46,55,247,5,0,4,0,5,5,0,4,0,0,2,3,97,22,123,76,1,19,0,7,11,18,12,97,7,632160,88723,0,321873,1009,1324,244176,307304,917658,311163,394960,456299,109751,88708,494,0,25136,59808,67085,48546,484766,0,0,0,0,0,25,13,10,7,0,4,135,59,0,4,0,0,29,3,10,0,1,15,0,4,10,5,0,14,13,152,0,0,11486,496,763,1226,47,49,31,25,95,257,121,23,8,77,426,210,55,329,851,239,506,76,0,23,4,334,850,3184,10564,52402,7,27,0,19,26,212,10,246,0,85,0,17
513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351636,256367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,11378,1808,2755,2415,623,381,0,213,17790,0,596,2,78,35,92,0,0,0,10,6,34,92,106,1301,40,0,40,0,10,17,0,15,0,4,16,12,70,108,572,525,4,28,0,16,50,59,119,244,6,177422,16929,0,100966,765771,421387,0,481,15379,68951,138622,124036,58509,37464,111,0,6196,15084,14548,9832,61954,0,0,0,0,0,70,44,86,41,0,7,644,132,0,25,0,0,181,57,43,2,15,110,1,28,62,31,0,44,65,881,0,0,4847,300,301,513,116,68,54,40,102,362,161,59,21,302,2158,1008,340,1977,3857,1428,2674,442,0,131,45,160,721,1631,10154,19325,51,98,0,116,125,1134,18,432,2,376,0,109
515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292779,641002,0,18256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,15013,3467,6620,5094,1245,1165,0,645,23396,2,1443,4,225,55,104,0,0,1,13,22,36,184,284,1801,34,0,33,0,42,26,0,25,0,14,12,14,181,290,1776,787,7,109,0,57,120,308,138,717,11,137274,29285,0,311046,609745,254208,0,47132,0,2266,13623,490458,79324,53005,177,0,11497,26770,23467,17084,121474,0,0,0,0,0,82,67,136,91,6,27,1461,249,0,69,0,0,649,84,141,12,21,285,12,88,173,44,0,63,129,1315,0,0,13658,607,594,1110,319,209,142,107,426,1201,243,190,73,1069,4305,1852,819,3590,11232,2750,5775,904,0,258,70,177,497,1305,8348,62989,81,282,0,187,314,2791,35,602,5,524,0,231
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,277648,261840,0,102354,0,11391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,6571,3426,3736,7637,2106,3537,2,880,34746,2,2851,7,254,115,231,0,0,5,75,34,203,771,1036,4676,17,0,38,0,186,85,0,95,0,19,26,53,5799,1347,3829,1032,10,1031,0,175,320,819,323,3860,59,141384,38,0,1001,352202,313568,0,94520,0,492163,0,2482,639,761,2,0,47,115,36,166,190,0,0,0,0,0,121,92,195,173,6,74,2668,733,0,100,0,0,1350,141,189,9,17,381,30,98,305,77,0,172,185,1972,0,0,232,34,14,120,2151,1356,743,787,10965,12857,4516,887,147,8098,1338,623,180,920,2964,670,1863,278,0,105,30,931,8449,4561,30797,4375,30,110,0,77,115,1545,100,3171,14,850,0,88
519,5184,4504,3863,7609,1125,2738,1,927,30796,7,2989,17,239,89,120,0,0,6,28,38,140,566,794,3468,30,0,29,0,89,56,0,57,0,21,21,34,5480,1275,3251,952,8,827,0,145,285,339,169,2487,52,71467,26234,0,790,307442,144357,0,67323,0,101424,0,834,2477,12406,241,0,25268,33427,27689,22340,230209,0,0,0,0,0,131,95,170,154,6,37,2320,777,0,117,0,0,882,211,166,10,17,356,13,72,214,80,0,139,187,1672,0,0,250,69,34,403,1521,887,490,753,5186,8861,2653,629,151,5032,1564,510,198,1215,2205,700,1694,259,0,78,18,554,4393,3472,7254,4552,31,136,0,59,83,1355,87,1736,7,824,0,42
521,2876,1115,1612,2423,740,998,0,287,9542,0,989,4,135,28,57,0,0,2,7,9,29,149,267,1454,10,0,12,0,46,20,0,25,0,5,11,8,1690,245,928,392,11,275,0,50,73,146,69,720,21,22725,18,0,394,59415,44640,1,18173,0,30781,0,187,19617,798,17,0,60,17,11,4,71,0,0,0,0,0,41,38,55,57,4,12,759,208,0,33,0,0,423,25,41,4,19,98,7,15,113,31,0,43,35,679,0,0,1009,56,40,189,400,249,329,541,3768,3962,261,206,55,1663,532,267,95,378,846,281,516,85,0,20,9,53,855,415,419,434,4,34,0,9,10,295,8,487,2,336,0,21
522,5,1,2,0,1,0,0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,3,0,1,0,0,1,1,0,1,0,16,29006,0,6,80,60,0,72,0,21,0,1,113,8,730,0,14313,57411,19455,65415,205303,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,6,0,0,1,0,1,9,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0
523,733,460,475,653,150,362,0,111,3216,0,318,0,33,31,13,0,0,0,3,4,8,98,110,584,2,0,2,0,15,4,0,6,0,0,4,1,399,143,433,123,1,95,0,19,27,56,13,469,5,7278,12,0,137,44574,23261,0,5535,0,10392,0,121,40712,83,25843,0,71,26,6,5,23,0,0,0,0,0,14,11,13,12,0,6,242,81,0,5,0,0,115,19,8,0,3,16,0,5,15,6,0,6,16,209,0,0,494,37,2,21,209,157,106,96,855,1666,48,57,10,390,169,86,23,92,192,69,255,22,0,21,0,69,310,246,329,251,4,11,0,8,9,133,3,160,1,147,0,5
524,1,2,2,1,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,0,0,0,4,33058,0,7,56,34,0,6,0,18,0,1,84,5,197,0,1283,49678,2923,15204,16330,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9,0,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,2579,3247,5668,4686,894,2397,1,661,8515,3,3925,7,293,259,237,0,0,4,38,22,77,459,794,5974,1445,0,160,0,214,219,0,143,0,34,97,94,2074,360,3074,4651,32,498,0,224,350,380,387,2281,43,19500,180,0,737,147328,91716,0,17064,0,30034,0,158,43918,74,35602,0,69,249,735,2292,29021,0,0,0,0,0,105,143,184,152,4,38,8071,309,0,71,0,0,618,76,75,3,35,362,22,74,122,49,0,93,563,3951,0,0,1159,37,9,24,1335,641,315,390,5804,8632,177,264,88,1641,981,396,160,730,1729,639,1299,160,0,39,8,112,1296,846,1029,1547,14,85,0,24,24,805,20,868,46,9083,0,49
527,19,5,3,3,1,7,0,1,21,0,5,0,1,0,1,0,0,0,0,0,0,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,10,2,7,2,0,1,0,1,1,1,0,4,0,33,3,0,3,157,135,0,44,0,98,0,0,70,0,62,0,0,1,68452,6,57355,0,0,0,0,0,0,0,0,1,0,0,20,2,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,7,0,0,1,2,3,5,1,9,29,1,1,0,5,2,0,4,2,1,1,17,0,0,0,0,0,5,6,7,3,0,0,0,0,0,1,0,1,0,7,0,0
528,4027,4573,5189,7084,1465,4061,3,1671,15577,7,4653,5,613,278,349,0,0,7,57,38,315,1015,1125,22216,72,0,95,0,221,160,0,81,0,30,40,106,1591,525,7909,4556,27,412,0,251,428,552,352,3797,76,30092,83,0,746,270243,198110,0,26371,0,52746,0,260,54665,108,43283,0,18,9,328111,77530,302,0,0,0,0,0,369,143,188,169,7,44,26023,1131,0,76,0,0,1862,124,123,4,13,180,7,20,789,178,0,227,416,14025,0,0,1302,91,31,25,3098,1823,699,916,6266,14386,212,273,165,1300,1333,558,248,1501,2507,733,1504,371,0,176,21,235,1675,1261,1071,1363,45,582,0,84,55,7129,29,2650,57,5272,0,53
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188921,217442,2525811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
