o,d,flow_in,flow_out
913,22,1,1
913,23,4832,5151
913,24,12,26
913,25,353,412
913,27,152,160
913,28,209,232
913,50,9,9
913,52,6,6
913,53,90,99
913,54,163,181
913,55,565,601
913,56,26,31
913,58,42,45
913,60,36,37
913,61,86,89
913,63,47,50
913,65,14,14
913,66,33,33
913,67,8,14
913,68,330460,535169
913,70,5022,15354
913,98,4456,4680
913,99,1851,2014
913,102,5,6
913,103,20672,70924
913,127,72,91
913,128,82,85
913,129,38,41
913,130,124,131
913,132,342,347
913,133,2,3
913,480,540,549
913,481,183,203
913,483,3347,3571
913,511,31,31
913,512,38,43
913,514,71,88
913,516,300,310
913,518,5921,6198
913,519,2882,3043
913,521,692,790
913,524,86,102
913,525,167,174
913,526,239,266
913,527,210,223
913,528,1370,1476
913,832,246,262
913,856,107,131
913,857,189,315
913,859,255,675
913,860,10,66
913,862,86,663
913,863,3444,3747
913,877,143,262
913,879,104,526
913,882,1491,3361
913,883,305,909
913,884,140,1303
913,885,8,248
913,886,34,144
913,887,237,886
913,888,8,48
913,889,64,282
913,890,244,4769
913,892,75,93
913,894,208,238
913,895,305,412
913,896,2538,2837
913,900,336,725
913,901,47,70
913,902,8,22
913,903,71,101
913,906,148,164
913,907,134,152
913,908,67,77
913,909,65,74
913,910,211,260
913,911,850,875
913,913,415,1467
913,914,21979,66683
913,915,16391,64019
913,916,188848,745884
913,917,23003,40557
913,918,19475,29054
913,919,3977,6558
913,920,18983,26835
913,921,36245,61159
913,922,15349,22215
913,923,27246,47316
913,924,4639,5806
913,926,1929,2148
913,927,1798,2193
913,928,61,76
913,929,374,416
913,930,365,443
913,931,505,628
913,932,1629,2120
913,933,353,426
913,934,2160,2781
913,936,854,1181
913,937,1469,1752
913,938,15717,22258
913,939,865,3268
913,940,199,320
913,941,10,13
913,942,729,821
913,946,1231,1318
914,8,4877,5433
914,11,181,185
914,12,81,83
914,13,41,43
914,14,15,17
914,15,38,38
914,20,25,25
914,21,6798,7077
914,23,112,115
914,24,0,1
914,25,17,18
914,27,2,2
914,28,10,11
914,50,5,5
914,51,2,2
914,52,2,2
914,53,15,16
914,54,15,16
914,55,204,207
914,56,1,1
914,60,5,5
914,61,2,2
914,63,2,2
914,66,2,2
914,67,1,1
914,68,37384,62706
914,70,1590,3591
914,98,63,66
914,99,59,65
914,103,2610,10499
914,127,1,1
914,128,6,6
914,129,5,5
914,130,9,9
914,132,63,64
914,133,1,1
914,480,667,672
914,481,290,324
914,483,2830,2993
914,511,18,19
914,512,30,30
914,514,49,62
914,516,288,303
914,518,2229,2385
914,519,851,911
914,521,639,671
914,522,0,1
914,524,98,101
914,525,186,189
914,526,491,513
914,527,218,236
914,528,1077,1128
914,832,13,14
914,856,5,7
914,857,7,18
914,859,4,7
914,860,0,2
914,862,0,8
914,863,73,80
914,877,14,17
914,879,3,7
914,882,17,32
914,883,2,3
914,884,2,6
914,887,0,6
914,888,0,1
914,889,4,9
914,890,3,21
914,892,4,4
914,894,8,9
914,895,21,27
914,896,76,93
914,900,212,351
914,901,48,58
914,902,8,14
914,903,34,42
914,906,18,25
914,907,24,29
914,908,9,11
914,909,43,56
914,910,35,45
914,911,104,107
914,913,18758,48851
914,914,7,13
914,915,1772,2906
914,916,8700,19546
914,917,1342,1927
914,918,608,843
914,919,201,286
914,920,1620,2016
914,921,3081,4462
914,922,801,1122
914,923,1601,2520
914,924,339,411
914,926,136,148
914,927,30,41
914,928,44,61
914,929,340,374
914,930,471,517
914,931,475,574
914,932,941,1222
914,933,28,36
914,934,129,160
914,936,77,102
914,937,134,153
914,938,1037,1533
914,939,115,328
914,940,69,107
914,941,2,2
914,942,33,39
914,946,79,81
915,8,1261,1439
915,11,116,124
915,12,22,24
915,13,12,13
915,14,6,6
915,15,6,6
915,20,4,5
915,21,913,983
915,23,11,12
915,25,3,3
915,27,2,2
915,28,4,4
915,50,3,3
915,52,5,5
915,53,4,5
915,54,6,6
915,55,39,39
915,56,1,1
915,58,1,1
915,60,1,1
915,61,1,1
915,63,1,1
915,67,0,2
915,68,141435,206794
915,70,1318,5521
915,98,15,15
915,99,9,9
915,103,4629,20387
915,127,1,1
915,128,3,3
915,129,5,5
915,130,1,2
915,132,47,47
915,480,359,375
915,481,120,136
915,483,822,864
915,511,5,5
915,512,4,6
915,514,16,20
915,516,88,99
915,518,365,402
915,519,228,245
915,521,151,159
915,522,1,1
915,524,27,28
915,525,74,76
915,526,92,98
915,527,59,62
915,528,940,971
915,832,0,1
915,856,1,1
915,857,1,2
915,859,1,2
915,862,0,1
915,863,13,13
915,877,4,4
915,879,2,3
915,882,3,4
915,883,1,1
915,884,1,2
915,887,0,4
915,890,0,6
915,892,1,1
915,894,2,2
915,895,0,1
915,896,8,9
915,900,64,117
915,901,12,14
915,902,3,5
915,903,4,4
915,906,10,10
915,907,9,10
915,908,7,7
915,909,2,2
915,910,32,44
915,911,101,102
915,913,19701,61878
915,914,1588,2826
915,915,7,15
915,916,9393,18970
915,917,330,566
915,918,252,383
915,919,83,141
915,920,475,644
915,921,1305,1803
915,922,475,590
915,923,1046,1554
915,924,183,209
915,926,68,78
915,927,18,21
915,928,7,8
915,929,274,296
915,930,86,96
915,931,131,162
915,932,228,319
915,933,14,20
915,934,61,79
915,936,34,49
915,937,58,72
915,938,1487,2053
915,939,102,287
915,940,54,80
915,942,3,4
915,946,34,36
916,8,13967,19600
916,11,258,374
916,12,102,144
916,13,74,115
916,14,27,34
916,15,128,141
916,20,11,18
916,21,15756,22365
916,23,31,42
916,24,1,5
916,25,8,12
916,27,2,2
916,28,10,18
916,50,2,2
916,51,2,3
916,52,9,10
916,53,79,98
916,54,41,52
916,55,1409,1551
916,56,2,4
916,58,4,6
916,60,5,5
916,61,1,3
916,63,1,2
916,66,0,1
916,67,2,5
916,68,157917,254451
916,70,13074,39077
916,98,44,55
916,99,35,58
916,102,1,1
916,103,4282,18189
916,127,5,11
916,128,38,39
916,129,8,13
916,130,2,5
916,132,205,242
916,133,3,3
916,480,1513,1969
916,481,465,790
916,483,6864,9139
916,511,44,61
916,512,54,70
916,514,146,232
916,516,940,1193
916,518,10564,14205
916,519,5677,7162
916,521,2602,3502
916,522,6,9
916,524,782,1058
916,525,1252,1734
916,526,731,1019
916,527,533,725
916,528,4738,7808
916,832,5,6
916,856,7,9
916,857,7,9
916,859,1,6
916,860,1,2
916,862,0,4
916,863,36,63
916,877,135,153
916,879,5,11
916,882,27,32
916,883,3,4
916,884,3,5
916,887,6,15
916,888,0,1
916,889,2,3
916,890,4,20
916,892,3,4
916,894,2,2
916,895,3,5
916,896,23,46
916,900,883,1456
916,901,76,126
916,902,117,164
916,903,42,71
916,906,63,92
916,907,75,89
916,908,180,198
916,909,89,106
916,910,192,266
916,911,489,660
916,913,167364,611578
916,914,9631,20424
916,915,10180,19885
916,916,146,185
916,917,6934,12589
916,918,2531,4582
916,919,1071,1659
916,920,7053,10623
916,921,11823,20230
916,922,4008,6981
916,923,12999,23400
916,924,1446,2442
916,926,469,932
916,927,64,149
916,928,64,114
916,929,1014,1697
916,930,1016,1375
916,931,2833,3702
916,932,3509,4852
916,933,92,175
916,934,809,1997
916,936,274,529
916,937,419,765
916,938,8594,19663
916,939,1492,2588
916,940,255,515
916,942,27,50
916,946,411,599
917,8,5636,11660
917,11,950,1338
917,12,762,1121
917,13,1399,2240
917,14,760,1412
917,15,1309,2177
917,19,1,1
917,20,451,679
917,21,4879,6855
917,22,1,1
917,23,1699,2901
917,24,6,37
917,25,212,379
917,27,91,158
917,28,146,281
917,49,3,4
917,50,11,20
917,51,4,7
917,52,17,24
917,53,169,294
917,54,262,390
917,55,978,1683
917,56,12,27
917,58,10,27
917,60,31,42
917,61,40,57
917,63,10,22
917,65,6,23
917,66,7,11
917,67,5,16
917,68,256901,453665
917,70,6971,27619
917,98,1394,1951
917,99,898,1389
917,102,2,8
917,103,12800,57715
917,127,36,78
917,128,62,112
917,129,108,147
917,130,89,181
917,132,820,1208
917,133,6,6
917,480,1762,2475
917,481,344,482
917,483,1275,1841
917,511,223,307
917,512,361,474
917,514,1050,1536
917,516,3552,4513
917,518,1285,1742
917,519,979,1351
917,521,700,1056
917,522,2,4
917,524,127,193
917,525,368,464
917,526,746,1163
917,527,438,842
917,528,4630,8631
917,832,101,202
917,856,89,122
917,857,177,342
917,859,120,442
917,860,8,29
917,862,33,304
917,863,881,1702
917,877,303,588
917,879,85,774
917,882,493,1267
917,883,109,556
917,884,47,418
917,885,5,21
917,886,11,58
917,887,110,240
917,888,4,32
917,889,52,317
917,890,99,833
917,892,75,118
917,894,153,263
917,895,170,331
917,896,836,1514
917,900,286,987
917,901,95,351
917,902,45,111
917,903,258,730
917,906,395,631
917,907,211,320
917,908,184,307
917,909,168,321
917,910,501,877
917,911,1443,1944
917,913,13832,41443
917,914,518,1274
917,915,301,579
917,916,5339,13102
917,917,404,1141
917,918,2073,3513
917,919,713,1430
917,920,3418,5521
917,921,7044,14940
917,922,2858,8964
917,923,3820,8323
917,924,1091,2193
917,926,499,1292
917,927,138,394
917,928,120,312
917,929,1740,2701
917,930,857,1442
917,931,1578,2774
917,932,2423,5907
917,933,119,190
917,934,263,494
917,936,180,494
917,937,283,453
917,938,3362,6143
917,939,100,400
917,940,527,1232
917,941,4,10
917,942,291,967
917,946,202,442
918,8,7740,9066
918,11,669,685
918,12,748,774
918,13,1793,1837
918,14,1161,1181
918,15,2048,2115
918,20,569,580
918,21,3750,3871
918,23,2124,2221
918,24,5,17
918,25,286,293
918,27,92,93
918,28,126,134
918,49,1,1
918,50,13,14
918,51,7,7
918,52,89,89
918,53,254,264
918,54,275,281
918,55,2000,2045
918,56,14,19
918,58,40,40
918,60,32,32
918,61,35,35
918,63,12,12
918,65,5,6
918,66,24,25
918,67,11,11
918,68,54053,96464
918,70,4204,17606
918,98,1345,1363
918,99,941,988
918,102,7,9
918,103,2330,13596
918,127,74,79
918,128,79,79
918,129,96,99
918,130,65,70
918,132,1395,1411
918,133,5,5
918,480,1611,1644
918,481,192,203
918,483,974,1060
918,511,136,147
918,512,195,217
918,514,664,820
918,516,1773,1888
918,518,786,835
918,519,495,549
918,521,469,487
918,522,2,2
918,524,70,73
918,525,177,183
918,526,516,544
918,527,827,867
918,528,6492,6737
918,832,132,135
918,856,72,90
918,857,134,215
918,859,103,247
918,860,14,29
918,862,32,141
918,863,697,740
918,877,246,537
918,879,62,315
918,882,625,1522
918,883,216,561
918,884,48,585
918,885,0,34
918,886,6,20
918,887,70,197
918,888,2,20
918,889,16,80
918,890,37,844
918,892,106,107
918,894,241,252
918,895,101,119
918,896,1039,1082
918,900,226,650
918,901,194,340
918,902,24,70
918,903,610,746
918,906,257,293
918,907,208,216
918,908,163,198
918,909,104,127
918,910,345,449
918,911,741,754
918,913,8380,30581
918,914,407,972
918,915,126,352
918,916,2087,5368
918,917,3195,4315
918,918,66,72
918,919,3169,3828
918,920,5123,5907
918,921,29292,38487
918,922,7764,9046
918,923,10170,14795
918,924,4620,5107
918,926,1245,1313
918,927,331,355
918,928,79,95
918,929,1104,1218
918,930,765,840
918,931,787,983
918,932,1858,2392
918,933,172,185
918,934,894,1066
918,936,316,393
918,937,270,296
918,938,4222,5121
918,939,47,145
918,940,281,477
918,941,3,3
918,942,369,386
918,946,501,548
919,8,1269,1429
919,11,276,280
919,12,267,271
919,13,684,692
919,14,266,268
919,15,628,645
919,20,220,221
919,21,2313,2348
919,23,791,817
919,24,4,15
919,25,169,172
919,27,31,32
919,28,58,62
919,50,1,1
919,51,2,2
919,52,21,21
919,53,60,61
919,54,82,82
919,55,372,390
919,56,22,24
919,58,10,10
919,60,17,17
919,61,37,111
919,63,12,13
919,65,2,3
919,66,37,37
919,67,5,7
919,68,35992,64796
919,70,1148,4139
919,98,507,510
919,99,390,400
919,102,1,2
919,103,1343,6466
919,127,20,20
919,128,55,56
919,129,49,49
919,130,31,33
919,132,202,203
919,480,603,609
919,481,105,108
919,483,372,394
919,511,41,42
919,512,76,79
919,514,218,272
919,516,786,843
919,518,246,255
919,519,209,221
919,521,154,159
919,524,25,26
919,525,77,77
919,526,192,197
919,527,198,201
919,528,897,923
919,832,47,47
919,856,33,35
919,857,68,112
919,859,36,96
919,860,2,14
919,862,8,47
919,863,379,392
919,877,118,252
919,879,26,117
919,882,121,260
919,883,39,94
919,884,11,93
919,885,0,9
919,886,3,9
919,887,15,47
919,888,2,6
919,889,20,33
919,890,13,201
919,892,19,19
919,894,122,123
919,895,64,64
919,896,405,435
919,900,90,328
919,901,28,36
919,902,8,15
919,903,48,63
919,906,117,135
919,907,84,88
919,908,24,33
919,909,24,29
919,910,101,123
919,911,359,362
919,913,2016,7218
919,914,135,355
919,915,58,143
919,916,963,2030
919,917,1225,1709
919,918,2153,2467
919,919,62,66
919,920,4944,6159
919,921,16045,22258
919,922,8866,11309
919,923,7196,11390
919,924,3249,3811
919,926,3000,3261
919,927,1343,1581
919,928,145,197
919,929,428,456
919,930,383,400
919,931,343,423
919,932,401,489
919,933,153,191
919,934,727,929
919,936,279,392
919,937,311,414
919,938,3301,4446
919,939,28,85
919,940,107,182
919,941,11,11
919,942,344,387
919,946,620,654
920,8,2293,2924
920,11,599,684
920,12,492,561
920,13,840,1218
920,14,358,428
920,15,1659,2126
920,20,466,490
920,21,5145,6285
920,23,1648,1812
920,24,6,15
920,25,93,184
920,27,71,86
920,28,89,146
920,50,16,18
920,51,7,9
920,52,28,33
920,53,89,145
920,54,138,217
920,55,708,855
920,56,12,21
920,58,14,20
920,60,57,60
920,61,28,33
920,63,13,15
920,65,1,2
920,66,6,8
920,67,8,11
920,68,148842,228139
920,70,9712,22122
920,98,1711,1811
920,99,554,787
920,102,0,9
920,103,3476,9845
920,127,28,52
920,128,55,62
920,129,42,55
920,130,72,85
920,132,842,878
920,133,8,8
920,480,3854,3983
920,481,129,193
920,483,942,1053
920,511,144,172
920,512,260,287
920,514,938,1269
920,516,2887,3130
920,518,1010,1221
920,519,759,907
920,521,429,679
920,522,3,3
920,524,121,136
920,525,325,355
920,526,589,777
920,527,312,408
920,528,3006,3577
920,832,129,175
920,856,179,205
920,857,82,143
920,859,43,135
920,860,10,29
920,862,15,105
920,863,936,1181
920,877,451,832
920,879,38,131
920,882,218,551
920,883,41,145
920,884,42,150
920,885,1,6
920,886,2,9
920,887,51,135
920,888,5,13
920,889,8,28
920,890,181,688
920,892,199,237
920,894,40,97
920,895,53,140
920,896,692,1224
920,900,143,367
920,901,18,69
920,902,32,48
920,903,62,265
920,906,292,581
920,907,168,361
920,908,67,121
920,909,60,119
920,910,311,508
920,911,1537,1683
920,913,9509,27382
920,914,1289,2107
920,915,268,523
920,916,5597,10783
920,917,2592,6141
920,918,4377,7164
920,919,3451,6458
920,920,86,136
920,921,43,71
920,922,6,13
920,923,16,25
920,924,4,4
920,926,2,2
920,928,55,128
920,929,891,1526
920,930,406,849
920,931,545,866
920,932,702,952
920,934,2,2
920,936,1,1
920,937,2,2
920,938,2,2
920,939,54,258
920,940,331,812
920,941,3,5
920,942,165,330
920,946,1,1
921,8,11246,13346
921,11,2124,2283
921,12,1631,1804
921,13,2021,2178
921,14,963,1018
921,15,5667,6096
921,19,7,7
921,20,1432,1502
921,21,17152,18607
921,22,3,3
921,23,6261,6758
921,24,8,96
921,25,810,935
921,27,511,563
921,28,1056,1204
921,49,7,7
921,50,27,27
921,51,12,12
921,52,129,139
921,53,856,982
921,54,1019,1145
921,55,7920,9078
921,56,164,293
921,58,128,158
921,60,297,323
921,61,276,290
921,63,191,207
921,65,43,49
921,66,105,116
921,67,77,106
921,68,373007,668443
921,70,8469,33015
921,98,5961,6306
921,99,4566,5115
921,102,14,16
921,103,8065,37070
921,127,419,465
921,128,310,330
921,129,386,411
921,130,352,386
921,132,2955,3117
921,133,16,17
921,480,8770,9336
921,481,508,593
921,483,3414,3822
921,511,466,586
921,512,844,954
921,514,2513,3354
921,516,10231,11238
921,518,3918,4253
921,519,1923,2113
921,521,1460,1650
921,522,9,9
921,524,305,347
921,525,685,745
921,526,1417,1592
921,527,994,1175
921,528,7993,8921
921,832,638,746
921,856,489,552
921,857,622,1075
921,859,321,724
921,860,17,81
921,862,102,517
921,863,4062,4465
921,877,1275,2666
921,879,103,409
921,882,878,1658
921,883,57,144
921,884,85,437
921,885,5,65
921,886,10,61
921,887,153,417
921,888,7,20
921,889,36,99
921,890,242,1882
921,892,325,376
921,894,743,945
921,895,513,1115
921,896,7203,9425
921,900,553,1289
921,901,104,179
921,902,63,131
921,903,452,629
921,906,1101,1386
921,907,641,728
921,908,498,625
921,909,423,514
921,910,1724,2224
921,911,4233,4635
921,913,18730,70901
921,914,2419,4894
921,915,984,1770
921,916,10658,23647
921,917,9808,15272
921,918,34719,42112
921,919,21970,29506
921,920,75,84
921,921,668,822
921,922,6525,10670
921,923,17724,34558
921,924,8288,14185
921,926,5283,10269
921,927,586,922
921,928,298,376
921,929,2679,3121
921,930,1983,2272
921,931,2770,3592
921,932,2455,3262
921,933,629,984
921,934,2911,5597
921,936,1287,2404
921,937,1547,2665
921,938,17728,40909
921,939,126,591
921,940,1221,2201
921,941,36,41
921,942,3080,3761
921,946,517,728
922,8,3091,3563
922,11,523,537
922,12,596,609
922,13,638,656
922,14,463,466
922,15,1647,1701
922,19,1,1
922,20,528,532
922,21,6067,6302
922,23,2246,2329
922,24,11,25
922,25,345,358
922,27,248,279
922,28,589,642
922,49,4,4
922,50,10,10
922,51,4,4
922,52,47,47
922,53,256,284
922,54,534,570
922,55,2652,2855
922,56,108,207
922,58,50,58
922,60,106,110
922,61,88,88
922,63,66,68
922,65,25,26
922,66,59,63
922,67,23,36
922,68,73314,138630
922,70,2289,8453
922,98,1710,1720
922,99,1976,2107
922,102,17,19
922,103,1906,11345
922,127,175,196
922,128,115,134
922,129,88,106
922,130,192,201
922,132,1043,1066
922,133,3,3
922,480,2347,2369
922,481,79,87
922,483,837,896
922,511,105,116
922,512,187,210
922,514,602,838
922,516,2002,2142
922,518,690,728
922,519,416,452
922,521,325,339
922,522,3,3
922,524,60,63
922,525,149,153
922,526,474,491
922,527,362,375
922,528,3101,3242
922,832,279,287
922,856,225,248
922,857,250,381
922,859,145,356
922,860,8,36
922,862,19,324
922,863,1915,2060
922,877,382,747
922,879,47,177
922,882,367,666
922,883,22,100
922,884,23,319
922,885,0,8
922,886,13,19
922,887,42,116
922,888,2,9
922,889,5,26
922,890,67,1061
922,892,129,145
922,894,759,869
922,895,255,428
922,896,4385,5329
922,900,157,413
922,901,52,96
922,902,11,32
922,903,114,171
922,906,344,432
922,907,697,759
922,908,159,203
922,909,93,134
922,910,382,555
922,911,1125,1148
922,913,5137,19192
922,914,599,1129
922,915,187,423
922,916,3040,6904
922,917,2944,8373
922,918,6402,7684
922,919,7966,10852
922,920,22,26
922,921,8655,11556
922,922,222,282
922,923,5156,8850
922,924,4098,4666
922,926,1261,1373
922,927,418,538
922,928,70,90
922,929,1030,1110
922,930,562,623
922,931,759,903
922,932,1579,2030
922,933,210,254
922,934,1213,1532
922,936,312,400
922,937,426,491
922,938,6110,8029
922,939,39,626
922,940,269,518
922,941,63,66
922,942,2301,2720
922,946,477,503
923,8,4446,6325
923,11,1017,1389
923,12,986,1296
923,13,1140,1449
923,14,505,635
923,15,2043,2727
923,19,1,2
923,20,602,808
923,21,6598,8690
923,22,2,3
923,23,2932,4009
923,24,9,40
923,25,483,671
923,27,232,350
923,28,483,711
923,49,1,2
923,50,15,18
923,51,16,20
923,52,62,73
923,53,360,483
923,54,529,765
923,55,2602,3565
923,56,27,49
923,58,73,95
923,60,188,240
923,61,135,182
923,63,86,111
923,65,14,21
923,66,25,33
923,67,45,63
923,68,263488,440435
923,70,5651,19252
923,98,2328,2942
923,99,2016,2782
923,102,15,15
923,103,5292,18658
923,127,216,304
923,128,119,165
923,129,177,236
923,130,128,174
923,132,1189,1485
923,133,6,9
923,480,2054,2682
923,481,362,509
923,483,1731,2394
923,511,209,292
923,512,351,475
923,514,1193,1910
923,516,4175,5425
923,518,1864,2471
923,519,1275,1581
923,521,810,1122
923,522,4,7
923,524,284,328
923,525,474,639
923,526,1056,1392
923,527,464,637
923,528,3002,4147
923,832,300,394
923,856,289,373
923,857,270,537
923,859,211,517
923,860,32,86
923,862,45,206
923,863,1473,1959
923,877,743,1549
923,879,74,216
923,882,142,289
923,883,4,10
923,884,12,47
923,885,0,2
923,886,4,12
923,887,26,71
923,888,3,8
923,889,5,18
923,890,26,220
923,892,195,273
923,894,256,380
923,895,431,587
923,896,3010,4480
923,900,261,640
923,901,22,64
923,902,108,171
923,903,117,207
923,906,793,1184
923,907,307,423
923,908,170,256
923,909,214,323
923,910,709,1039
923,911,2279,2941
923,913,13676,43105
923,914,1023,2276
923,915,633,1335
923,916,11113,23619
923,917,3991,7364
923,918,9986,14810
923,919,8618,13480
923,920,24,26
923,921,21735,32253
923,922,9546,13770
923,923,816,955
923,924,21225,31868
923,926,23149,36960
923,927,9103,13045
923,928,131,201
923,929,1643,2339
923,930,998,1431
923,931,1151,1800
923,932,1226,1795
923,933,3544,4549
923,934,4478,7059
923,936,3435,5210
923,937,4803,6313
923,938,24661,44802
923,939,135,240
923,940,740,1613
923,941,14,18
923,942,1283,1826
923,946,15,21
924,8,2965,3498
924,11,402,412
924,12,288,326
924,13,251,302
924,14,113,117
924,15,502,597
924,20,197,201
924,21,1251,1384
924,22,9,9
924,23,933,971
924,24,7,39
924,25,110,165
924,27,101,155
924,28,180,258
924,50,3,3
924,51,1,1
924,52,27,27
924,53,91,132
924,54,190,259
924,55,3030,3303
924,56,19,27
924,58,21,25
924,60,64,66
924,61,36,40
924,63,34,41
924,65,4,10
924,66,8,8
924,67,15,28
924,68,20791,47476
924,70,974,3668
924,98,544,552
924,99,492,698
924,102,5,8
924,103,1060,4548
924,127,55,71
924,128,43,46
924,129,47,52
924,130,60,63
924,132,369,376
924,133,2,2
924,480,425,437
924,481,78,87
924,483,314,343
924,511,40,45
924,512,75,91
924,514,185,261
924,516,735,777
924,518,285,307
924,519,208,238
924,521,140,167
924,522,2,2
924,524,44,51
924,525,100,109
924,526,134,158
924,527,186,193
924,528,2541,2723
924,832,85,93
924,856,81,93
924,857,84,140
924,859,28,109
924,860,1,8
924,862,4,31
924,863,224,252
924,877,260,419
924,879,9,31
924,882,40,66
924,883,2,4
924,884,2,12
924,886,1,3
924,887,2,10
924,889,0,3
924,890,3,36
924,892,22,28
924,894,1331,1424
924,895,101,212
924,896,886,1328
924,900,74,249
924,901,68,111
924,902,5,12
924,903,164,228
924,906,113,166
924,907,75,94
924,908,81,118
924,909,44,76
924,910,133,201
924,911,402,415
924,913,1700,7519
924,914,164,442
924,915,72,238
924,916,974,2772
924,917,1241,2073
924,918,7562,8805
924,919,2504,3591
924,920,9,9
924,921,11899,15168
924,922,3688,5245
924,923,23379,47579
924,924,439,465
924,926,8589,9131
924,927,28974,31268
924,928,32,47
924,929,286,334
924,930,159,193
924,931,239,350
924,932,765,1007
924,933,13180,15041
924,934,13461,15762
924,936,7618,9348
924,937,12937,14378
924,938,30431,39429
924,939,23,94
924,940,93,232
924,941,11,16
924,942,1633,2165
924,946,3,3
925,67,0,1
925,127,0,1
925,894,0,1
925,931,0,1
926,8,4502,5280
926,11,84,87
926,12,73,80
926,13,77,84
926,14,44,47
926,15,222,249
926,20,51,51
926,21,335,370
926,23,311,327
926,24,0,1
926,25,106,128
926,27,22,25
926,28,143,157
926,50,1,1
926,51,1,1
926,52,6,6
926,53,114,134
926,54,51,59
926,55,2168,2285
926,56,6,13
926,58,7,8
926,60,19,19
926,61,45,51
926,63,5,5
926,66,2,2
926,67,5,6
926,68,6863,15328
926,70,579,2429
926,98,160,169
926,99,257,288
926,102,2,3
926,103,588,4479
926,127,74,77
926,128,20,21
926,129,12,12
926,130,8,9
926,132,114,115
926,133,2,3
926,480,132,136
926,481,7,10
926,483,70,79
926,511,14,14
926,512,19,21
926,514,53,68
926,516,156,173
926,518,78,84
926,519,124,141
926,521,31,38
926,524,5,6
926,525,16,16
926,526,17,19
926,527,23,28
926,528,259,277
926,832,45,48
926,856,12,17
926,857,29,40
926,859,6,22
926,860,0,1
926,862,2,15
926,863,34,44
926,877,53,98
926,879,4,12
926,882,7,14
926,883,1,2
926,884,1,4
926,885,0,1
926,887,0,2
926,890,1,13
926,892,9,12
926,894,287,336
926,895,53,94
926,896,1562,1733
926,900,148,965
926,901,9,11
926,902,10,14
926,903,13,14
926,906,41,55
926,907,22,24
926,908,24,32
926,909,36,44
926,910,47,68
926,911,142,150
926,913,851,2758
926,914,32,120
926,915,10,54
926,916,200,768
926,917,614,920
926,918,2316,2640
926,919,3934,5208
926,921,8069,10023
926,922,1841,2532
926,923,36152,65572
926,924,8794,10662
926,926,103,111
926,927,8496,10662
926,928,7,10
926,929,112,127
926,930,75,92
926,931,371,389
926,932,191,244
926,933,492,600
926,934,2006,2622
926,936,392,553
926,937,712,814
926,938,2291,3494
926,939,2,5
926,940,23,53
926,941,6,7
926,942,1170,1309
926,946,1,1
927,8,1005,1082
927,11,1055,1055
927,12,26,28
927,13,18,21
927,14,33,34
927,15,74,81
927,20,20,20
927,21,99,112
927,23,360,370
927,24,0,4
927,25,3,3
927,27,2,2
927,28,4,4
927,53,1,1
927,54,1,1
927,55,13,13
927,60,2,2
927,66,1,1
927,67,0,2
927,68,8925,12382
927,70,955,4399
927,98,37,37
927,99,20,21
927,103,4047,9835
927,128,3,3
927,132,7,7
927,480,23,24
927,481,1,1
927,483,12,13
927,511,1,1
927,512,3,5
927,514,16,20
927,516,56,57
927,518,24,25
927,519,5,6
927,521,11,14
927,525,1,1
927,526,2,2
927,527,1,2
927,528,20,23
927,832,6,6
927,856,2,2
927,857,97,122
927,859,3,3
927,863,5,7
927,877,31,61
927,879,0,1
927,882,10,16
927,890,0,1
927,892,12,12
927,894,928,1024
927,895,2,2
927,896,15,18
927,900,0,1
927,901,0,1
927,906,7,7
927,907,5,5
927,908,3,4
927,909,7,7
927,910,14,15
927,911,429,431
927,913,387,3275
927,914,15,32
927,915,4,13
927,916,43,136
927,917,472,859
927,918,951,1020
927,919,2819,3500
927,921,821,1095
927,922,1368,1787
927,923,9972,17397
927,924,11424,14693
927,926,4157,4471
927,927,18,20
927,928,1,4
927,929,114,124
927,930,41,45
927,931,15,26
927,932,437,504
927,933,3,5
927,934,4,12
927,936,2,3
927,937,3,3
927,938,1,1
927,939,1,1
927,940,14,42
927,942,5,6
927,946,1,1
928,8,627,717
928,11,247,257
928,12,686,701
928,13,573,589
928,14,108,111
928,15,149,158
928,19,1,1
928,20,37,39
928,21,1374,1422
928,22,4,4
928,23,100,105
928,25,13,16
928,27,153,158
928,28,315,329
928,49,8,8
928,50,65,66
928,51,24,24
928,52,516,519
928,53,1115,1147
928,54,1360,1388
928,55,3431,3508
928,56,51,54
928,58,35,35
928,60,60,61
928,61,100,102
928,63,158,164
928,65,22,22
928,66,29,31
928,67,51,56
928,68,222,301
928,70,48,159
928,98,103,106
928,99,471,483
928,102,17,17
928,103,29,139
928,127,229,237
928,128,755,767
928,129,421,447
928,130,479,485
928,132,2947,3005
928,133,122,126
928,480,446,449
928,481,89,94
928,483,651,691
928,511,530,594
928,512,326,405
928,514,111,153
928,516,222,240
928,518,854,914
928,519,381,395
928,521,138,147
928,522,1,1
928,524,43,46
928,525,102,105
928,526,72,77
928,527,71,77
928,528,589,607
928,832,100,103
928,856,4,4
928,857,9,13
928,859,5,24
928,860,1,2
928,862,7,37
928,863,96,102
928,877,41,73
928,879,8,47
928,882,49,101
928,883,36,80
928,884,6,85
928,885,1,11
928,886,1,10
928,887,21,72
928,888,1,2
928,889,4,20
928,890,3,131
928,892,8,8
928,894,26,26
928,895,7,8
928,896,100,104
