o,d,flow_in,flow_out
61,920,46,51
61,921,174,235
61,922,53,61
61,923,144,208
61,924,26,37
61,926,12,14
61,927,1,1
61,928,92,124
61,929,392,467
61,930,153,189
61,931,472,610
61,932,168,229
61,933,4,8
61,934,14,17
61,936,7,9
61,937,2,2
61,938,130,207
61,940,167,272
61,941,3,3
61,942,1,1
61,946,9,9
62,63,4216,4230
62,65,5847,5888
62,66,20950,21188
62,67,18248,18405
62,941,5136,5181
62,942,112872,113913
63,8,155,194
63,11,173,177
63,12,809,826
63,13,694,706
63,14,572,579
63,19,694,698
63,20,377,382
63,21,154,154
63,22,1632,1639
63,23,2777,2796
63,24,9,52
63,25,1611,1620
63,27,3251,3274
63,28,21644,21847
63,49,78,79
63,50,434,434
63,51,397,402
63,52,1327,1382
63,53,1222,1233
63,54,1581,1594
63,55,932,949
63,56,375142,380677
63,58,197350,198838
63,60,128232,128698
63,61,4,4
63,62,6433,6540
63,63,20,20
63,67,1,2
63,68,3,4
63,70,5,14
63,98,4075,4098
63,99,6138,6214
63,102,109232,113017
63,103,0,3
63,127,14066,14320
63,128,12562,12675
63,129,5688,5768
63,130,6987,7115
63,132,2675,2753
63,133,152,153
63,480,14,14
63,481,15,15
63,483,67,71
63,511,1,1
63,512,1,2
63,514,2,4
63,516,9,9
63,518,59,64
63,519,51,54
63,521,43,43
63,524,9,9
63,525,12,14
63,526,66,77
63,527,106,112
63,528,1140,1167
63,832,8814,8894
63,856,89,112
63,857,370,523
63,859,420,894
63,860,30,85
63,862,92,626
63,863,3101,3248
63,877,323,471
63,879,49,173
63,882,142,340
63,883,41,70
63,884,48,182
63,885,2,20
63,886,7,37
63,887,69,218
63,888,2,16
63,889,17,55
63,890,21,79
63,892,920,937
63,894,560,567
63,895,127,130
63,896,1051,1062
63,900,54,187
63,901,50,95
63,902,4,26
63,903,83,93
63,906,1123,1464
63,907,1794,1870
63,908,204,230
63,909,202,246
63,910,375,531
63,911,974,1107
63,913,3,23
63,914,1,3
63,915,1,2
63,917,19,28
63,918,14,15
63,919,12,16
63,920,25,27
63,921,72,89
63,922,47,51
63,923,59,86
63,924,37,38
63,926,10,10
63,928,137,213
63,929,401,537
63,930,106,112
63,931,369,508
63,932,174,215
63,933,0,2
63,934,17,18
63,936,9,13
63,937,4,6
63,938,154,201
63,940,130,226
63,942,5,5
63,946,4,4
64,65,1251,1268
64,66,3114,3193
64,67,11643,11787
64,941,5571,5707
64,942,174691,177389
65,8,47,52
65,11,47,48
65,12,217,223
65,13,295,297
65,14,213,215
65,19,415,430
65,20,247,249
65,21,30,31
65,22,444,447
65,23,942,952
65,24,1,18
65,25,508,511
65,27,1621,1644
65,28,3622,3781
65,49,14,19
65,50,46,51
65,51,82,82
65,52,193,198
65,53,222,225
65,54,302,303
65,55,144,144
65,56,55715,58377
65,58,21590,21974
65,60,114432,115260
65,61,2,2
65,62,6436,6513
65,64,2145,2179
65,65,1,1
65,67,0,2
65,70,0,1
65,98,946,953
65,99,1853,1928
65,102,31155,32538
65,127,11654,11757
65,128,1940,1982
65,129,667,684
65,130,3036,3072
65,132,674,690
65,133,28,28
65,480,0,1
65,481,3,3
65,483,8,9
65,514,0,1
65,516,3,3
65,518,10,10
65,519,4,6
65,521,6,7
65,524,2,2
65,525,3,3
65,526,7,7
65,527,23,23
65,528,226,231
65,832,2127,2159
65,856,20,20
65,857,83,154
65,859,103,253
65,860,14,44
65,862,13,100
65,863,897,921
65,877,46,78
65,879,8,82
65,882,58,136
65,883,47,110
65,884,8,75
65,885,0,4
65,886,1,4
65,887,12,58
65,888,1,9
65,889,7,19
65,890,6,32
65,892,164,184
65,894,169,171
65,895,40,43
65,896,307,314
65,900,4,25
65,901,14,18
65,902,1,2
65,903,23,32
65,906,159,189
65,907,244,256
65,908,51,54
65,909,57,79
65,910,109,133
65,911,164,184
65,913,3,7
65,916,1,1
65,917,10,17
65,918,3,3
65,919,1,1
65,920,12,13
65,921,18,25
65,922,10,11
65,923,17,25
65,924,9,10
65,926,2,2
65,928,25,31
65,929,104,122
65,930,21,24
65,931,102,120
65,932,23,30
65,933,2,2
65,934,4,4
65,936,1,1
65,938,42,53
65,940,32,49
65,942,1,1
65,946,1,1
66,8,54,58
66,11,44,50
66,12,574,586
66,13,184,188
66,14,324,331
66,19,257,264
66,20,161,162
66,21,42,44
66,22,370,371
66,23,1914,1946
66,24,0,17
66,25,279,281
66,27,853,865
66,28,5184,5310
66,49,25,27
66,50,112,112
66,51,55,55
66,52,581,617
66,53,309,318
66,54,1385,1391
66,55,104,104
66,56,99746,104090
66,58,34703,35506
66,60,34339,34566
66,62,20302,20543
66,63,1,1
66,64,4502,4553
66,65,2,2
66,68,0,1
66,70,0,3
66,98,2352,2380
66,99,1157,1182
66,102,59722,60766
66,103,0,19
66,127,5072,5155
66,128,2470,2564
66,129,1500,1580
66,130,2493,2607
66,132,1905,1926
66,133,38,38
66,480,10,10
66,481,8,8
66,483,15,16
66,516,1,2
66,518,13,15
66,519,11,11
66,521,11,12
66,524,3,3
66,525,1,1
66,526,19,20
66,527,20,21
66,528,287,292
66,832,2428,2462
66,856,27,31
66,857,75,123
66,859,119,304
66,860,8,45
66,862,22,89
66,863,1024,1057
66,877,41,113
66,879,11,165
66,882,47,120
66,883,37,94
66,884,16,65
66,885,0,8
66,886,2,14
66,887,18,75
66,888,1,8
66,889,2,26
66,890,2,26
66,892,155,156
66,894,278,287
66,895,37,40
66,896,132,137
66,900,13,41
66,901,4,13
66,902,2,6
66,903,26,33
66,906,730,827
66,907,453,462
66,908,84,96
66,909,162,212
66,910,130,176
66,911,217,238
66,913,1,9
66,915,0,13
66,916,2,2
66,917,12,16
66,918,10,14
66,919,6,6
66,920,4,5
66,921,32,45
66,922,36,36
66,923,11,19
66,924,17,18
66,926,3,3
66,928,36,49
66,929,100,118
66,930,37,40
66,931,203,239
66,932,49,68
66,933,1,1
66,934,4,4
66,936,1,1
66,938,85,108
66,940,24,53
66,942,1,1
67,8,212,273
67,11,193,195
67,12,2040,2130
67,13,1939,1984
67,14,644,648
67,19,629,644
67,20,328,330
67,21,156,160
67,22,2196,2213
67,23,4570,4616
67,24,12,90
67,25,1416,1425
67,27,2921,3066
67,28,8746,10187
67,49,58,64
67,50,367,367
67,51,290,290
67,52,1360,1402
67,53,629,646
67,54,510,568
67,55,139,148
67,56,230187,242690
67,58,38440,39292
67,60,70734,71410
67,61,2,2
67,62,22123,22377
67,63,3,3
67,64,25488,25907
67,65,3,3
67,66,2,2
67,67,20,21
67,68,2,7
67,70,2,19
67,98,5735,5794
67,99,4224,4274
67,102,71215,73581
67,103,1,18
67,127,5820,5931
67,128,3945,3972
67,129,2801,3451
67,130,3262,3389
67,132,1897,1907
67,133,160,167
67,480,34,41
67,481,42,44
67,483,56,58
67,511,0,1
67,512,0,2
67,514,7,10
67,516,15,16
67,518,59,64
67,519,17,21
67,521,32,36
67,522,1,1
67,524,11,11
67,525,25,28
67,526,29,30
67,527,57,58
67,528,1003,1023
67,832,4905,4959
67,856,132,155
67,857,451,735
67,859,299,673
67,860,8,77
67,862,69,392
67,863,4347,4557
67,877,308,534
67,879,40,202
67,882,136,426
67,883,58,126
67,884,35,307
67,885,2,19
67,886,4,49
67,887,84,435
67,888,2,12
67,889,14,46
67,890,15,119
67,892,683,708
67,894,424,444
67,895,118,122
67,896,534,545
67,900,32,114
67,901,61,80
67,902,6,18
67,903,117,144
67,906,372,438
67,907,520,557
67,908,108,127
67,909,116,157
67,910,302,401
67,911,620,664
67,913,4,30
67,914,1,2
67,917,35,46
67,918,22,22
67,919,11,13
67,920,30,34
67,921,204,296
67,922,58,63
67,923,78,109
67,924,83,116
67,926,15,21
67,928,78,100
67,929,281,326
67,930,85,104
67,931,592,841
67,932,112,152
67,933,3,3
67,934,12,13
67,936,4,10
67,937,3,4
67,938,249,416
67,939,0,1
67,940,108,215
67,941,1,1
67,942,4,4
67,946,3,3
68,8,60530,69209
68,11,75524,80547
68,12,50731,55816
68,13,14501,15511
68,14,2172,2342
68,15,810,856
68,19,1,1
68,20,376,408
68,21,294179,320629
68,23,794,851
68,24,1,7
68,25,84,91
68,27,50,57
68,28,55,64
68,50,5,5
68,51,4,4
68,52,8,8
68,53,38,40
68,54,57,62
68,55,331,376
68,56,27,35
68,58,14,21
68,60,44,48
68,61,16,19
68,63,13,13
68,65,1,2
68,66,6,6
68,67,3,17
68,68,1508,2230
68,70,954336,2535926
68,98,934,974
68,99,420,448
68,102,7,7
68,103,935038,1994912
68,127,22,26
68,128,21,25
68,129,12,14
68,130,38,42
68,132,228,237
68,133,6,6
68,480,1483,1612
68,481,2297,2641
68,483,13606,14842
68,511,156,170
68,512,193,226
68,514,135,176
68,516,411,465
68,518,11646,12806
68,519,8899,9524
68,521,4884,5283
68,522,9,12
68,524,1223,1348
68,525,1826,2025
68,526,3355,3737
68,527,1820,2089
68,528,10377,11520
68,832,51,56
68,856,76,87
68,857,40,64
68,859,39,61
68,860,2,13
68,862,21,57
68,863,486,531
68,877,176,281
68,879,69,215
68,880,1,1
68,882,195,366
68,883,29,64
68,884,59,145
68,885,4,21
68,886,12,29
68,887,96,227
68,888,3,14
68,889,28,84
68,890,36,186
68,892,40,41
68,894,30,35
68,895,47,52
68,896,562,621
68,900,1893,2918
68,901,495,663
68,902,394,545
68,903,235,362
68,906,70,82
68,907,76,80
68,908,58,63
68,909,33,35
68,910,121,154
68,911,314,339
68,913,303274,733970
68,914,38200,97335
68,915,85574,202900
68,916,126983,284700
68,917,483560,719317
68,918,123445,160487
68,919,74485,102923
68,920,312488,377839
68,921,755887,1032296
68,922,221495,277286
68,923,509840,751496
68,924,64420,79622
68,926,29525,34794
68,927,6167,7505
68,928,231,285
68,929,1050,1116
68,930,1097,1234
68,931,3611,4520
68,932,5271,6621
68,933,6343,7850
68,934,33233,41171
68,936,15042,20948
68,937,22362,30540
68,938,330485,423672
68,939,42350,125427
68,940,239,350
68,941,2,2
68,942,294,353
68,946,17210,18498
70,8,7812,8830
70,11,2389,2470
70,12,2041,2110
70,13,1041,1081
70,14,326,332
70,15,756,781
70,19,1,1
70,20,349,352
70,21,22820,23403
70,23,1084,1137
70,24,5,20
70,25,116,119
70,27,70,71
70,28,70,71
70,50,2,2
70,51,3,3
70,52,14,14
70,53,138,141
70,54,120,121
70,55,703,719
70,56,20,24
70,58,11,12
70,60,28,30
70,61,63,63
70,63,21,21
70,65,25,25
70,66,11,11
70,67,7,7
70,68,888042,1559321
70,70,157,328
70,98,949,971
70,99,514,524
70,103,17109,66680
70,127,58,59
70,128,54,54
70,129,41,41
70,130,54,55
70,132,468,472
70,133,2,2
70,480,1047,1065
70,481,986,1035
70,483,3834,4153
70,511,54,66
70,512,59,72
70,514,82,107
70,516,386,410
70,518,3379,3569
70,519,1926,2037
70,521,1229,1295
70,522,4,4
70,524,366,383
70,525,695,717
70,526,861,894
70,527,549,580
70,528,4316,4461
70,832,67,70
70,856,33,40
70,857,64,98
70,859,67,154
70,860,4,8
70,862,9,254
70,863,1022,1061
70,877,61,101
70,879,52,126
70,882,360,715
70,883,64,174
70,884,31,460
70,885,4,58
70,886,10,51
70,887,57,308
70,888,2,26
70,889,17,124
70,890,42,1272
70,892,29,30
70,894,147,154
70,895,114,143
70,896,795,820
70,900,486,1004
70,901,96,128
70,902,24,83
70,903,70,91
70,906,115,127
70,907,85,87
70,908,73,106
70,909,44,52
70,910,125,152
70,911,324,332
70,913,4084,14059
70,914,1154,4123
70,915,1134,4192
70,916,9874,32194
70,917,16764,24723
70,918,14117,17160
70,919,2650,3307
70,920,21059,24309
70,921,20451,27776
70,922,7526,8699
70,923,13721,19703
70,924,2981,3201
70,926,1044,1087
70,927,1237,1387
70,928,117,135
70,929,1084,1154
70,930,765,817
70,931,946,1165
70,932,1909,2443
70,933,245,260
70,934,817,914
70,936,437,538
70,937,683,773
70,938,7789,9134
70,939,2296,6067
70,940,204,335
70,941,20,20
70,942,569,604
70,946,692,740
98,8,9036,10204
98,11,8916,9108
98,12,29610,30087
98,13,27507,27838
98,14,14551,14722
98,15,41,44
98,19,27652,27998
98,20,25552,25847
98,21,15344,15683
98,22,225,229
98,23,149004,153524
98,24,1563,5448
98,25,49166,49786
98,27,21179,21442
98,28,31002,31309
98,49,93,94
98,50,342,344
98,51,547,550
98,52,2880,2897
98,53,3504,3541
98,54,5142,5174
98,55,28506,28781
98,56,1991,2185
98,58,3489,3530
98,60,7758,7814
98,61,7657,7698
98,63,3861,3893
98,65,746,754
98,66,2292,2335
98,67,3703,3744
98,68,393,684
98,70,319,938
98,98,4426,4452
98,99,136955,139118
98,102,821,841
98,103,24,227
98,127,8635,8715
98,128,10107,10166
98,129,6828,6866
98,130,7833,7896
98,132,5381,5418
98,133,132,134
98,480,2645,2684
98,481,2557,2665
98,483,4372,4707
98,511,68,72
98,512,190,205
98,514,413,549
98,516,1317,1420
98,518,4301,4571
98,519,2361,2548
98,521,1631,1690
98,522,11,11
98,524,516,537
98,525,989,1002
98,526,2041,2095
98,527,959,981
98,528,15649,16090
98,832,30193,30336
98,856,43134,47619
98,857,30272,46283
98,859,7032,12236
98,860,662,2141
98,862,3341,9322
98,863,54113,56314
98,877,45431,72175
98,879,1978,5544
98,880,1,1
98,882,3301,6223
98,883,918,1728
98,884,2402,7126
98,885,129,415
98,886,668,1895
98,887,5653,13839
98,888,218,695
98,889,1777,4202
98,890,2482,8034
98,892,21097,21246
98,894,11461,11730
98,895,19151,19426
98,896,92274,93116
98,900,361,843
98,901,177,291
98,902,100,191
98,903,585,734
98,906,1370,1581
98,907,964,1006
98,908,197,224
98,909,143,175
98,910,363,425
98,911,1070,1091
98,913,1435,5870
98,914,12,42
98,915,4,7
98,916,8,24
98,917,1654,2162
98,918,1380,1538
98,919,473,543
98,920,1794,1992
98,921,5648,6786
98,922,1774,1981
98,923,3014,3884
98,924,705,778
98,926,195,210
98,927,73,75
98,928,177,207
98,929,1206,1274
98,930,951,1003
98,931,1883,2189
98,932,2223,2783
98,933,69,75
98,934,377,423
98,936,183,206
98,937,378,412
98,938,4781,5514
98,939,145,236
98,940,316,477
98,941,1011,1029
98,942,45736,46264
98,946,95,96
99,8,9741,11546
99,11,7875,8228
99,12,42942,44676
99,13,33311,34323
99,14,29140,30077
99,15,12,12
99,19,37750,39006
99,20,20388,21005
99,21,6957,7264
99,22,94672,96676
99,23,93501,96230
99,24,566,1642
99,25,64998,66662
99,27,75075,76248
99,28,186794,189677
99,49,401,404
99,50,1764,1778
99,51,2251,2261
99,52,9974,10050
99,53,8927,9029
99,54,12177,12338
99,55,21780,21959
99,56,34483,40417
99,58,28283,28756
99,60,30964,31167
99,61,26662,26818
99,63,5952,5996
99,65,1854,1881
99,66,1441,1466
99,67,3057,3093
99,68,109,245
99,70,81,528
99,98,158085,161880
99,99,992,1029
99,102,10632,10928
99,103,9,485
99,127,42747,43191
99,128,54024,54359
99,129,23375,23544
99,130,47726,48175
99,132,24001,24162
99,133,620,630
99,480,822,856
99,481,493,532
99,483,1963,2133
99,511,24,32
99,512,66,79
99,514,180,261
99,516,445,496
99,518,1414,1517
99,519,923,1026
99,521,784,821
99,522,13,14
99,524,205,216
99,525,212,223
99,526,903,941
99,527,1300,1364
99,528,58152,60804
99,832,102839,103667
99,856,6722,7858
99,857,20435,31654
99,859,10370,23402
99,860,519,2151
99,862,1731,8721
99,863,72098,76070
99,877,14794,28004
99,879,1388,7804
99,880,1,1
99,882,3286,9452
99,883,775,1643
99,884,1037,6205
99,885,85,445
99,886,209,1591
99,887,1520,6350
99,888,76,440
99,889,374,1843
99,890,428,2695
99,892,65353,68010
99,894,10524,10850
99,895,5708,5867
99,896,37449,38829
99,900,370,1302
99,901,773,1361
99,902,50,250
99,903,3515,4289
99,906,4088,4750
99,907,7829,8145
99,908,922,1088
99,909,688,850
99,910,1822,2249
99,911,3274,3370
99,913,271,2137
99,914,9,37
99,915,3,8
99,916,9,26
99,917,1191,1711
99,918,814,945
99,919,364,411
99,920,875,994
99,921,3798,5041
99,922,1876,2103
99,923,2575,3693
99,924,704,779
99,926,274,320
99,927,28,29
99,928,499,598
99,929,1669,1961
99,930,545,581
99,931,1604,1911
99,932,1412,1783
99,933,48,57
99,934,354,428
99,936,220,272
99,937,213,247
99,938,5942,7875
99,939,2,23
99,940,1271,2021
99,941,780,799
99,942,32701,33193
99,946,103,110
102,8,32,38
102,11,25,25
102,12,84,86
102,13,145,148
102,14,147,150
102,19,190,194
102,20,81,81
102,21,17,19
102,22,297,301
102,23,673,677
102,24,19,24
102,25,228,231
102,27,7184,7243
102,28,19706,19977
102,49,24,24
102,50,88,89
102,51,331,333
102,52,4956,5018
102,53,10898,11070
102,54,17271,17569
102,55,56285,56862
102,56,710100,710105
102,57,321294,323711
102,58,18,18
102,59,361127,362684
102,60,13,13
102,61,319252,320610
102,63,118141,118995
102,65,34428,35043
102,66,74501,75993
102,67,66212,67143
102,68,1,1
102,70,1,2
102,98,498,502
102,99,7686,7774
102,102,121,121
102,103,0,2
102,127,137328,138643
102,128,64557,64853
102,129,36465,36817
102,130,53195,53603
102,132,8516,8572
102,133,128,129
102,480,3,3
102,481,7,7
102,483,10,10
102,511,2,2
102,512,4,4
102,514,3,3
102,516,1,1
102,518,5,5
102,519,4,4
102,521,7,7
102,525,2,2
102,526,12,12
102,527,7,8
102,528,251,260
102,832,3760,3787
102,856,71,72
102,857,46,79
102,859,206,338
102,860,18,34
102,862,22,120
102,863,1180,1201
102,877,55,80
102,879,6,37
102,882,32,57
102,883,2,5
102,884,13,35
102,885,0,4
102,886,3,8
102,887,9,34
102,888,0,2
102,889,4,11
102,890,3,54
102,892,227,237
102,894,260,265
102,895,209,212
102,896,929,937
102,900,3,15
102,901,15,25
102,902,2,11
102,903,37,46
102,906,2309,2617
102,907,1416,1481
102,908,201,259
102,909,49,63
102,910,111,152
102,911,94,94
102,913,2,6
102,917,4,5
102,918,4,4
102,920,7,7
102,921,18,22
102,922,3,3
102,923,7,10
102,924,7,8
102,926,2,2
102,928,20,24
102,929,50,58
102,930,27,27
102,931,69,74
102,932,27,39
102,933,1,1
102,938,25,34
102,939,1,1
102,940,92,113
102,941,14797,15239
102,942,651025,662351
102,946,2,2
103,8,10184,19158
103,11,1589,2740
103,12,1005,1728
103,13,451,742
103,14,168,318
103,15,141,297
103,20,64,101
103,21,10156,17698
103,23,332,737
103,24,0,1
103,25,197,336
103,27,36,53
103,28,61,133
103,50,10,10
103,51,2,3
103,52,4,8
103,53,66,143
103,54,145,295
103,55,261,744
103,56,9,18
103,58,17,32
103,60,17,31
103,61,35,77
103,63,34,85
103,65,9,22
103,66,10,17
103,67,4,14
103,68,1173054,1756760
103,70,16676,60598
103,98,155,281
103,99,305,633
103,102,1,1
103,103,92,255
103,127,13,36
103,128,25,38
103,129,8,16
103,130,21,59
103,132,461,599
103,480,520,783
103,481,294,541
103,483,1946,3305
103,511,9,17
103,512,19,39
103,514,25,39
103,516,98,156
103,518,1891,3086
103,519,1165,1818
103,521,901,1467
103,522,1,3
103,524,116,207
103,525,315,513
103,526,540,1329
103,527,511,1181
103,528,1775,6066
103,832,30,56
103,856,8,15
103,857,14,64
103,859,14,53
103,860,1,3
103,862,2,291
103,863,394,783
103,877,19,39
103,879,5,130
103,882,75,180
103,883,3,60
103,884,9,87
103,885,1,37
103,886,0,1
103,887,15,85
103,888,0,13
103,889,5,26
103,890,30,1189
103,892,17,28
103,894,37,65
103,895,65,102
103,896,490,980
103,900,431,977
103,901,88,150
103,902,44,109
103,903,66,161
103,906,36,65
103,907,20,41
103,908,17,34
103,909,18,42
103,910,70,132
103,911,124,213
103,913,17466,57389
103,914,2980,13625
103,915,4814,20975
103,916,4697,18059
103,917,24474,58956
103,918,5768,11598
103,919,2845,5503
103,920,5372,8838
103,921,13883,31389
103,922,4840,10283
103,923,7705,16758
103,924,1561,3123
103,926,595,1246
103,927,2308,4190
103,928,31,81
103,929,304,495
103,930,284,467
103,931,821,1437
103,932,1897,3823
103,933,135,250
103,934,381,843
103,936,242,577
103,937,311,688
103,938,3290,8517
103,939,4575,20892
103,940,60,155
103,941,9,20
103,942,369,787
103,946,633,695
126,67,0,1
126,127,0,1
126,863,0,1
127,8,278,337
127,11,350,352
127,12,1452,1470
127,13,1476,1495
127,14,1123,1149
127,15,2,2
127,19,2000,2026
127,20,838,845
127,21,267,269
127,22,3601,3619
127,23,6597,6647
127,24,21,112
127,25,3311,3338
127,27,24454,24580
127,28,33293,33579
127,49,149,149
127,50,638,640
127,51,1252,1252
127,52,5531,5545
127,53,4763,4794
127,54,6485,6537
127,55,13181,13249
127,56,112108,112816
127,58,26293,26415
127,60,5531,5546
127,61,2953,2966
127,63,4624,4638
127,65,4226,4243
127,66,2550,2570
127,67,3062,3081
127,68,3,7
127,70,2,55
127,98,5628,5657
127,99,29881,30195
127,102,95509,95903
127,103,0,14
127,127,108,123
127,128,30313,30387
127,129,30375,30482
127,130,6875,6970
127,132,13852,13903
127,133,608,612
127,480,77,77
127,481,67,69
127,483,87,91
127,511,3,3
127,512,8,9
127,514,8,9
127,516,18,20
127,518,103,107
127,519,49,51
127,521,63,64
127,524,24,24
127,525,24,25
127,526,88,91
127,527,81,83
127,528,1569,1600
127,832,15361,15457
127,856,207,229
127,857,831,1311
127,859,1024,2304
127,860,58,190
127,862,196,1191
127,863,7184,7394
127,877,583,1674
127,879,129,547
127,880,1,1
127,882,288,709
127,883,48,130
127,884,57,420
127,885,2,27
127,886,15,115
127,887,123,436
127,888,4,19
127,889,33,122
127,890,32,203
127,892,2053,2065
127,894,1191,1201
127,895,457,470
127,896,4118,4152
127,900,81,244
127,901,81,127
127,902,26,53
127,903,233,279
127,906,3632,4102
127,907,1891,1947
127,908,651,732
127,909,352,432
127,910,882,1023
127,911,1750,1763
127,913,16,63
127,914,0,6
127,915,0,1
127,916,0,1
127,917,42,66
127,918,37,46
127,919,19,19
127,920,46,52
127,921,157,188
127,922,164,182
127,923,296,355
127,924,62,65
127,926,41,41
127,928,166,199
127,929,694,785
127,930,260,271
127,931,1191,1371
127,932,407,471
127,933,5,5
127,934,15,15
127,936,18,21
127,937,8,11
127,938,184,253
127,939,1,3
127,940,562,766
127,941,1509,1528
127,942,28908,29199
127,946,10,10
128,8,771,908
128,11,263,268
128,12,1486,1533
128,13,1735,1766
128,14,1748,1771
128,15,1,1
128,19,3774,3816
128,20,1391,1404
128,21,909,920
128,22,5235,5262
128,23,10778,10881
128,24,30,91
128,25,5233,5269
128,27,43017,43754
128,28,88372,90834
128,49,192,199
128,50,818,841
128,51,2059,2082
128,52,4959,4993
128,53,4068,4123
128,54,6669,6751
128,55,28370,28608
128,56,60300,62747
128,58,22364,22594
128,60,29855,29978
128,61,10938,10959
128,63,12549,12637
128,65,2004,2022
128,66,6560,6765
128,67,3584,3606
128,68,5,7
128,70,4,55
128,98,9618,9678
128,99,50968,51722
128,102,56396,56851
128,103,10,36
128,127,30115,30293
128,128,61,62
128,129,15818,16007
128,130,41451,41754
128,132,16827,16958
128,133,7950,7980
128,480,187,189
128,481,70,73
128,483,259,275
128,511,4,5
128,512,3,4
128,514,12,15
128,516,37,39
128,518,245,265
128,519,142,162
128,521,126,129
128,522,1,1
128,524,23,24
128,525,225,225
128,526,162,171
128,527,253,264
128,528,3368,3452
128,832,19091,19238
128,856,235,266
128,857,998,1567
128,859,1782,4298
128,860,41,367
128,862,270,3443
128,863,16375,16824
128,877,471,712
128,879,125,656
128,882,318,1472
128,883,171,402
128,884,105,871
128,885,12,68
128,886,31,227
128,887,195,709
128,888,5,72
128,889,41,218
128,890,55,900
128,892,2260,2276
128,894,4961,5047
128,895,1944,2000
128,896,8284,8413
128,900,284,784
128,901,285,432
128,902,25,76
128,903,381,457
128,906,6425,7496
128,907,4407,4599
128,908,1709,2054
128,909,1216,1543
128,910,5549,7134
128,911,6556,7091
128,913,18,72
128,914,3,8
128,915,1,3
128,916,16,22
128,917,132,193
128,918,70,73
128,919,44,48
128,920,55,59
128,921,167,219
128,922,100,107
128,923,129,172
128,924,55,56
128,926,30,31
128,928,705,896
128,929,2538,2990
128,930,818,863
128,931,2798,3349
128,932,1015,1229
128,933,4,4
128,934,29,32
128,936,16,22
128,937,5,5
128,938,211,277
128,939,0,10
128,940,1392,2434
128,941,815,825
128,942,32162,32452
128,946,3,3
129,8,769,896
129,11,273,275
129,12,918,947
129,13,1684,1706
129,14,1250,1274
129,15,6,7
129,19,1060,1090
129,20,982,996
129,21,774,792
129,22,3382,3410
129,23,7372,7466
129,24,26,88
129,25,3707,3760
129,27,13234,13362
129,28,42795,43421
129,49,692,697
129,50,1145,1175
129,51,2280,2293
129,52,2040,2059
129,53,3066,3097
129,54,8317,8372
129,55,11273,11400
129,56,24774,25243
129,58,16289,16445
129,60,12376,12518
129,61,4455,4494
129,63,6938,7027
129,65,688,693
129,66,2167,2205
129,67,2049,2074
129,68,11,15
129,70,8,49
129,98,6796,6892
129,99,24580,24927
129,102,28754,29068
129,103,14,27
129,127,31164,31445
129,128,9553,9727
129,129,59,61
129,130,24013,24266
129,132,5039,5089
129,133,17793,18022
129,480,247,250
129,481,175,190
129,483,358,379
129,511,2,4
129,512,7,9
129,514,27,39
129,516,226,234
129,518,549,581
129,519,148,158
129,521,208,218
129,522,3,3
129,524,50,52
129,525,124,130
129,526,229,234
129,527,260,265
129,528,1863,1932
129,832,15425,15644
129,856,186,203
129,857,1195,1803
129,859,939,2517
129,860,46,246
129,862,134,1661
129,863,12550,12980
129,877,527,768
129,879,126,357
129,882,192,444
129,883,92,219
129,884,85,484
129,885,5,31
129,886,71,156
129,887,241,679
129,888,9,33
129,889,81,213
129,890,85,384
129,892,1508,1525
129,894,2811,2853
129,895,1408,1433
129,896,5746,5811
129,900,172,481
129,901,141,259
129,902,40,118
129,903,208,276
129,906,5323,6137
129,907,4124,4343
129,908,1179,1410
129,909,1421,1749
129,910,6598,8243
129,911,9136,9328
129,913,13,75
129,914,0,12
129,915,2,6
129,916,6,16
129,917,129,175
129,918,90,98
129,919,48,49
129,920,98,109
129,921,315,389
129,922,110,125
129,923,226,326
129,924,49,54
129,926,15,15
129,927,2,2
129,928,476,593
129,929,2132,2383
129,930,639,681
129,931,2019,2417
129,932,1272,1498
129,933,2,2
129,934,16,19
129,936,29,37
129,937,5,6
129,938,447,565
129,939,1,7
129,940,786,1300
129,941,625,638
129,942,18098,18409
129,946,6,6
130,8,783,989
130,11,421,436
130,12,2707,2752
130,13,2412,2436
130,14,2321,2362
130,15,2,2
130,19,3016,3045
130,20,1312,1322
130,21,573,584
130,22,5950,5984
130,23,11486,11562
130,24,29,96
130,25,6165,6197
130,27,17201,17322
130,28,72488,73003
130,49,566,566
130,50,615,616
130,51,749,754
130,52,7437,7462
130,53,10070,10146
130,54,15219,15366
130,55,49275,49579
130,56,53711,54133
130,58,18493,18590
130,60,5030,5044
130,61,3601,3618
130,63,6048,6068
130,65,3132,3148
130,66,2909,2942
130,67,3129,3146
130,68,3,12
130,70,8,57
130,98,9307,9344
130,99,59264,59780
130,102,41979,42074
130,103,9,51
130,127,4686,4726
130,128,44143,44242
130,129,20955,21080
130,130,72,73
130,132,16356,16410
130,133,1517,1526
130,480,116,120
130,481,60,61
130,483,146,158
130,511,3,3
130,512,2,2
130,514,3,6
130,516,38,42
130,518,139,153
130,519,79,88
130,521,82,85
130,524,14,14
130,525,30,33
130,526,124,128
130,527,291,301
130,528,5065,5172
130,832,25069,25239
130,856,261,293
130,857,1481,2416
130,859,1289,3320
130,860,50,351
130,862,213,2100
130,863,12566,13051
130,877,326,597
130,879,80,525
130,882,270,709
130,883,124,285
130,884,45,539
130,885,2,68
130,886,18,337
130,887,97,595
130,888,9,34
130,889,22,180
130,890,26,634
130,892,3268,3284
