100007	8
100008	8
8	8
100011	11
100012	11
100013	11
100014	11
11	11
100015	12
100016	12
12	12
100017	13
100018	13
13	13
100019	14
100020	14
14	14
100021	15
100022	15
15	15
100023	19
100024	19
19	19
100025	20
100026	20
20	20
100009	21
100010	21
21	21
100029	22
100030	22
22	22
100031	23
100032	23
100033	23
100034	23
23	23
100037	24
100658	24
100659	24
100661	24
24	24
100039	25
100040	25
100041	25
100042	25
25	25
100047	27
100048	27
100049	27
100050	27
27	27
100051	28
100052	28
100053	28
100572	28
28	28
100005	47
100006	47
100468	47
100469	47
47	47
100132	48
100133	48
48	48
100136	49
100137	49
100474	49
100475	49
100853	49
49	49
100140	50
100141	50
100605	50
100606	50
50	50
100142	51
100143	51
100607	51
100608	51
100609	51
51	51
100144	52
100145	52
100476	52
100477	52
100478	52
100479	52
100638	52
52	52
100150	53
100151	53
100480	53
100481	53
100610	53
53	53
100154	54
100155	54
100482	54
100611	54
54	54
100157	55
100158	55
55	55
100108	56
100109	56
56	56
100110	57
100111	57
57	57
100112	58
100113	58
58	58
100114	59
100115	59
59	59
100116	60
100117	60
60	60
100118	61
100119	61
61	61
100120	62
100121	62
62	62
100122	63
100123	63
63	63
100124	64
100125	64
64	64
100126	65
100127	65
65	65
100128	66
100129	66
66	66
100130	67
100131	67
67	67
100159	68
100160	68
68	68
100165	70
100166	70
100169	70
100170	70
70	70
100171	98
100172	98
100237	98
100238	98
98	98
100043	99
100044	99
100045	99
100046	99
100752	99
99	99
100175	102
100176	102
100597	102
100772	102
102	102
100161	103
100162	103
100163	103
100164	103
100797	103
100798	103
100799	103
100795	103
103	103
100203	126
100204	126
126	126
100191	127
100192	127
100470	127
100471	127
127	127
100197	128
100198	128
100472	128
100473	128
128	128
100201	129
100202	129
129	129
100195	130
100196	130
130	130
100205	132
100206	132
132	132
100134	133
100135	133
133	133
100322	480
100323	480
100324	480
100325	480
480	480
100326	481
481	481
100327	482
482	482
100437	483
100438	483
483	483
100421	511
100422	511
511	511
100461	512
100462	512
100599	512
100771	512
512	512
100423	513
100424	513
513	513
100425	514
100426	514
100427	514
100428	514
514	514
100429	515
100430	515
100601	515
100602	515
100603	515
515	515
100431	516
100432	516
100433	516
100434	516
516	516
100435	517
100436	517
517	517
100439	518
100440	518
518	518
100441	519
100442	519
100443	519
100444	519
519	519
100445	521
100446	521
521	521
100447	522
100448	522
522	522
100449	523
523	523
100450	524
100451	524
524	524
100452	525
525	525
100455	526
100456	526
100745	526
100746	526
526	526
100457	527
100458	527
100747	527
527	527
100459	528
100460	528
528	528
100453	529
100454	529
529	529
100518	592
592	592
100517	593
100520	593
593	593
100521	594
100522	594
594	594
100523	595
100877	595
595	595
100639	832
100640	832
100641	832
100642	832
832	832
100654	856
100655	856
856	856
100656	857
100657	857
857	857
100662	859
100663	859
859	859
100664	860
100665	860
860	860
100666	862
100667	862
862	862
100668	863
100669	863
863	863
100680	877
100681	877
100800	877
877	877
100682	878
100683	878
878	878
100684	879
100685	879
879	879
100686	880
100687	880
880	880
100688	881
100689	881
100690	881
100691	881
881	881
100692	882
100693	882
100694	882
100695	882
882	882
100696	883
100697	883
100698	883
100699	883
883	883
100700	884
100701	884
884	884
100702	885
100703	885
100704	885
100705	885
885	885
100706	886
100707	886
886	886
100708	887
100709	887
887	887
100710	888
100773	888
888	888
100801	889
100802	889
889	889
100776	890
100777	890
890	890
100778	892
100779	892
892	892
100780	893
100781	893
100782	893
100783	893
893	893
100784	894
100785	894
100786	894
100787	894
894	894
100788	895
100789	895
100790	895
100791	895
895	895
100792	896
100793	896
896	896
100670	897
100671	897
100679	897
897	897
100803	900
100804	900
900	900
100805	901
100806	901
901	901
100807	902
100808	902
902	902
100809	903
100810	903
903	903
100811	906
100812	906
906	906
100813	907
100814	907
907	907
100815	908
100817	908
100818	908
100819	908
908	908
100816	909
100820	909
909	909
100821	910
100822	910
910	910
100823	911
100824	911
911	911
100711	913
100712	913
913	913
100713	914
100714	914
100715	914
100716	914
914	914
100717	915
100718	915
100719	915
100720	915
915	915
100721	916
100722	916
916	916
100723	917
100724	917
917	917
100725	918
100726	918
100727	918
100728	918
918	918
100729	919
100730	919
100731	919
100732	919
919	919
100733	920
100734	920
920	920
100735	921
100736	921
100737	921
100738	921
921	921
100739	922
100740	922
922	922
100741	923
100742	923
923	923
100743	924
100744	924
100856	924
924	924
100827	925
100828	925
925	925
100831	926
100832	926
926	926
100833	927
100834	927
927	927
100758	928
100759	928
928	928
100760	929
100761	929
929	929
100762	930
100763	930
100764	930
100765	930
930	930
100766	931
100767	931
100867	931
100868	931
100869	931
100870	931
931	931
100768	932
100769	932
932	932
100839	933
100840	933
933	933
100835	934
100836	934
934	934
100837	935
100838	935
935	935
100841	936
100842	936
936	936
100843	937
100844	937
100845	937
100846	937
937	937
100848	938
100849	938
100850	938
938	938
100851	939
100852	939
939	939
100825	940
100826	940
940	940
100857	941
100858	941
100859	941
100860	941
941	941
100861	942
100862	942
942	942
100865	943
100866	943
943	943
100863	946
100864	946
946	946
