,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,201,202,203,205,206,207,208,209,210,212,213,214,215,216,217,218,421,423,425,427,429,431,433,435,437,439,441,445,447,449,451,457,459,461,463,465,467,521,523,525,527,529,531,533,535,537,539,541,545,547,549,551,557,559,561,563,565,621,623,625,627,631,637,639,645,647,649,651,653,655,657,659,661,663,665,669,673,675,677,721,723,725,727,731,733,735,739,741,743,745,747,749,751,753,755,759,761,805,807,809,811,813,815,817,819,821,823,825,827,829,831,837,925,931,933,935,937,939,941,943,945,1001,1003,1007,1009,1011,1013,1015,1019,1023,1025,1027,1029,1031,1033,1037,1043,1323,1327,1329,1331,1333,1335,1341,1343,1347,1349,1421,1423,1425,1427,1429,1475,1477,1479,1483,1485,1487,1489,1491,1493,1525,1527,1529,1533,1537,1545,1547,1549,1551,1553,1555,1557,1559,1561,1563,9023,9025,9027,9029,9033,9035,9037,9041,9043,9045,9047,9049,9051,9055,9059,9063,9065,9067,9321,9323,9325,9327,9329,9331,9333,9335,9337,9339,9341,9429,9431,9433,9435,9439,9523,9525,9527,9529,9531,9533,9535,9537,9539,9541,9623,9625,9627,9629,9631,9633,9635,9637,9639,9641,9643,9645,9703,9704,9705,9706,9707,9708,9709,9710,9711,9712,9713,9825,9827
529,22,21,20,19,18,17,16,15,15,15,14,13,14,14,13,12,11,10,11,12,13,14,15,10,11,12,14,15,14,13,12,11,9,8,7,7,8,8,9,16,15,14,13,12,11,10,11,12,12,11,11,12,13,14,16,17,18,19,18,19,4,3,2,1,0,1,2,3,4,5,6,8,9,10,11,13,14,15,16,17,16,15,14,13,12,11,10,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,15,16,17,17,16,15,14,14,14,13,14,15,16,17,18,19,20,21,6,5,4,3,2,3,4,5,6,7,6,7,6,7,9,14,14,13,13,14,15,16,17,18,12,11,9,8,9,8,7,5,4,5,6,7,8,9,11,14,9,7,6,5,4,3,2,3,5,6,18,17,16,15,14,9,8,7,6,5,4,5,6,7,9,8,7,5,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,19,19,17,16,15,14,13,12,14,16,15,14,13,20,21,22,23,24,25,26,27,28,29,30,10,9,8,7,6,19,20,21,22,23,24,25,26,27,28,18,19,20,21,22,23,24,25,26,27,28,29,16,17,18,19,20,21,22,23,24,25,26,7,8
531,22,21,20,19,18,17,16,15,14,14,13,12,13,14,13,12,11,10,11,12,13,14,15,9,10,11,13,14,14,13,12,11,9,8,7,6,7,7,8,17,16,15,14,13,12,11,12,12,11,10,10,11,12,13,15,16,17,18,18,19,5,4,3,2,1,0,1,2,3,4,5,7,8,9,10,13,14,15,16,17,15,14,13,12,11,10,9,10,10,11,12,13,14,15,16,17,18,19,20,21,22,23,15,16,17,16,16,15,14,14,14,13,14,15,16,17,18,19,20,21,7,6,5,4,3,4,5,6,7,8,7,6,5,6,8,13,14,13,13,14,15,16,17,18,13,12,10,9,8,7,6,4,4,5,6,7,8,9,11,14,10,8,7,6,5,4,3,4,5,6,18,17,16,15,14,10,9,8,7,6,5,6,7,8,10,9,8,6,5,6,7,8,9,10,11,12,13,14,15,15,16,17,18,18,19,19,17,16,15,14,13,12,14,15,15,15,14,20,21,22,23,24,25,26,27,28,29,30,11,10,9,8,7,19,20,21,22,23,24,25,26,27,28,18,19,20,21,22,23,24,25,26,27,28,29,16,17,18,19,20,21,22,23,24,25,26,7,8
533,21,20,19,18,17,16,15,14,13,13,12,11,12,13,12,11,10,9,10,11,12,13,14,8,9,10,12,13,13,12,11,10,8,7,6,5,6,6,7,16,15,14,13,12,11,10,11,11,10,9,9,10,11,12,14,15,16,17,17,18,6,5,4,3,2,1,0,1,2,3,4,6,7,8,9,12,13,14,15,16,14,13,12,11,10,9,8,9,9,10,11,12,13,14,15,16,17,18,19,20,21,22,14,15,16,15,15,14,13,13,13,12,13,14,15,16,17,18,19,20,8,7,6,5,4,5,6,7,8,7,6,5,4,5,7,12,13,12,12,13,14,15,16,17,12,11,9,8,7,6,5,3,3,4,5,6,7,8,10,13,9,9,8,7,6,5,4,4,4,5,17,16,15,14,13,10,9,8,7,6,5,6,7,8,9,8,7,6,5,6,7,8,9,10,11,12,13,14,15,14,15,16,17,17,18,18,16,15,14,13,12,11,13,14,14,14,13,19,20,21,22,23,24,25,26,27,28,29,12,11,10,9,8,18,19,20,21,22,23,24,25,26,27,17,18,19,20,21,22,23,24,25,26,27,28,15,16,17,18,19,20,21,22,23,24,25,6,7
535,20,19,18,17,16,15,14,13,12,12,11,10,11,12,11,10,9,8,9,10,11,12,13,7,8,9,11,12,12,11,10,9,7,6,5,4,5,5,6,15,14,13,12,11,10,9,10,10,9,8,8,9,10,11,13,14,15,16,16,17,7,6,5,4,3,2,1,0,1,2,3,5,6,7,8,11,12,13,14,15,13,12,11,10,9,8,7,8,8,9,10,11,12,13,14,15,16,17,18,19,20,21,13,14,15,14,14,13,12,12,12,11,12,13,14,15,16,17,18,19,9,8,7,6,5,6,7,8,7,6,5,4,3,4,6,11,12,11,11,12,13,14,15,16,11,10,8,7,6,5,4,2,2,3,4,5,6,7,9,12,8,8,9,8,7,6,4,3,3,4,16,15,14,13,12,9,8,7,6,5,4,5,6,7,8,7,6,5,4,5,6,7,8,9,10,11,12,13,14,13,14,15,16,16,17,17,15,14,13,12,11,10,12,13,13,13,12,18,19,20,21,22,23,24,25,26,27,28,13,12,11,10,9,17,18,19,20,21,22,23,24,25,26,16,17,18,19,20,21,22,23,24,25,26,27,14,15,16,17,18,19,20,21,22,23,24,5,6
537,19,18,17,16,15,14,13,12,11,11,10,9,10,11,10,9,8,7,8,9,10,11,12,6,7,8,10,11,11,10,9,8,6,5,4,3,4,4,5,14,13,12,11,10,9,8,9,9,8,7,7,8,9,10,12,13,14,15,15,16,7,6,5,4,4,3,2,1,0,1,2,4,5,6,7,10,11,12,13,14,12,11,10,9,8,7,6,7,7,8,9,10,11,12,13,14,15,16,17,18,19,20,12,13,14,13,13,12,11,11,11,10,11,12,13,14,15,16,17,18,9,8,7,6,5,6,7,7,6,5,4,3,2,3,5,10,11,10,10,11,12,13,14,15,10,9,7,6,5,4,3,1,1,2,3,4,5,6,8,11,7,7,8,8,7,6,3,2,2,3,15,14,13,12,11,8,7,6,5,4,3,4,5,6,7,6,5,4,3,4,5,6,7,8,9,10,11,12,13,12,13,14,15,15,16,16,14,13,12,11,10,9,11,12,12,12,11,17,18,19,20,21,22,23,24,25,26,27,13,12,11,10,9,16,17,18,19,20,21,22,23,24,25,15,16,17,18,19,20,21,22,23,24,25,26,13,14,15,16,17,18,19,20,21,22,23,4,5
539,19,18,17,16,15,14,13,12,11,11,10,9,10,10,9,8,7,6,7,8,9,10,11,6,7,8,10,11,10,9,8,7,5,4,3,2,3,4,5,15,14,13,12,11,10,9,10,9,8,7,7,8,9,10,12,13,14,15,15,16,8,7,6,5,5,4,3,2,1,0,1,3,4,5,6,9,10,11,12,13,12,11,10,9,8,7,6,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,12,13,14,13,12,11,10,10,10,9,10,11,12,13,14,15,16,17,10,9,8,7,6,7,8,8,7,6,5,4,3,4,5,10,11,10,10,11,12,13,14,15,11,10,8,7,6,5,4,2,2,3,4,5,6,7,8,10,7,8,9,9,8,7,4,3,3,4,15,14,13,12,11,9,8,7,6,5,4,5,6,7,8,7,6,5,4,5,6,7,8,9,10,11,12,13,14,11,12,13,14,14,15,16,14,13,12,11,10,9,11,12,12,13,12,17,18,19,20,21,22,23,24,25,26,27,14,13,12,11,10,16,17,18,19,20,21,22,23,24,25,14,15,16,17,18,19,20,21,22,23,24,25,12,13,14,15,16,17,18,19,20,21,22,5,6
541,18,17,16,15,14,13,12,11,10,10,9,8,9,9,8,7,6,5,6,7,8,9,10,5,6,7,9,10,9,8,7,6,4,3,2,1,2,3,4,15,14,13,12,11,10,9,9,8,7,6,6,7,8,9,11,12,13,14,14,15,9,8,7,6,6,5,4,3,2,1,0,2,3,4,5,8,9,10,11,12,11,10,9,8,7,6,5,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,11,12,13,12,11,10,9,9,9,8,9,10,11,12,13,14,15,16,11,10,9,8,7,8,9,9,8,7,6,5,4,4,4,9,10,9,9,10,11,12,13,14,11,10,8,7,7,6,5,3,3,4,3,4,5,6,7,9,6,8,9,10,9,8,5,4,4,3,14,13,12,11,10,9,9,8,7,6,5,6,7,8,9,8,7,6,5,6,7,8,9,10,11,12,13,14,15,10,11,12,13,13,14,15,13,12,11,10,9,8,10,11,11,12,12,16,17,18,19,20,21,22,23,24,25,26,15,14,13,12,11,15,16,17,18,19,20,21,22,23,24,13,14,15,16,17,18,19,20,21,22,23,24,11,12,13,14,15,16,17,18,19,20,21,4,5
545,17,16,15,14,13,12,11,10,10,10,9,8,8,7,6,5,4,4,5,6,7,8,9,5,6,7,9,8,7,6,5,5,3,3,2,1,2,3,4,15,14,13,12,11,10,9,9,8,7,6,6,5,6,7,9,10,11,12,13,14,11,10,9,8,8,7,6,5,4,3,2,0,1,2,3,6,7,8,9,10,11,10,9,8,7,4,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,10,11,11,10,9,8,7,7,8,7,8,9,10,11,12,13,14,15,12,12,11,10,9,10,11,10,9,8,7,6,5,4,4,9,9,8,8,9,10,11,12,13,11,10,8,7,8,7,6,5,5,4,3,4,5,6,6,8,6,8,9,10,11,10,7,6,4,3,13,12,11,10,9,8,9,10,9,8,7,8,9,10,10,9,8,8,7,8,9,10,11,12,13,14,15,16,17,9,10,11,11,11,12,13,12,11,10,9,8,7,9,11,11,12,12,15,16,17,18,19,20,21,22,23,24,25,16,15,14,13,11,14,15,16,17,18,19,20,21,22,23,11,12,13,14,15,16,17,18,19,20,21,22,10,11,12,13,14,15,16,17,18,19,20,4,5
547,16,15,14,13,12,11,10,9,9,9,8,7,7,6,5,4,3,3,4,5,6,7,8,6,5,6,8,7,6,5,4,4,2,3,3,2,3,4,5,16,15,14,13,12,11,10,10,9,8,7,5,4,5,6,8,9,10,11,12,13,12,11,10,9,9,8,7,6,5,4,3,1,0,1,2,5,6,7,8,9,10,9,8,7,6,3,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,9,10,10,9,8,7,6,6,7,6,7,8,9,10,11,12,13,14,13,13,12,11,10,11,12,11,10,9,8,7,6,5,3,8,8,7,7,8,9,10,11,12,12,11,9,8,9,8,7,6,6,5,4,5,6,5,5,7,7,9,10,11,12,11,8,7,5,4,12,11,10,9,8,7,8,9,10,9,8,9,10,11,11,10,9,9,8,9,10,11,12,13,14,15,16,17,18,8,9,10,10,10,11,12,11,10,9,8,7,6,8,10,10,11,12,14,15,16,17,18,19,20,21,22,23,24,17,16,15,14,12,13,14,15,16,17,18,19,20,21,22,10,11,12,13,14,15,16,17,18,19,20,21,9,10,11,12,13,14,15,16,17,18,19,5,6
549,15,14,13,12,11,10,9,8,8,8,7,6,6,5,4,3,2,2,3,4,5,6,7,5,4,5,7,6,5,4,3,3,1,2,3,3,4,3,4,15,14,13,12,11,10,9,9,8,7,6,4,3,4,5,7,8,9,10,11,12,12,11,10,9,10,9,8,7,6,5,4,2,1,0,1,4,5,6,7,8,9,8,7,6,5,2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,8,9,9,8,7,6,5,5,6,5,6,7,8,9,10,11,12,13,12,13,12,11,10,11,11,10,9,8,7,6,5,4,2,7,7,6,6,7,8,9,10,11,11,10,8,7,8,7,6,6,6,5,4,5,5,4,4,6,6,8,9,10,11,11,8,7,5,4,11,10,9,8,7,6,7,8,9,9,8,9,10,11,10,9,8,8,8,9,10,11,12,13,14,15,16,17,18,7,8,9,9,9,10,11,10,9,8,7,6,5,7,9,9,10,11,13,14,15,16,17,18,19,20,21,22,23,16,15,14,13,11,12,13,14,15,16,17,18,19,20,21,9,10,11,12,13,14,15,16,17,18,19,20,8,9,10,11,12,13,14,15,16,17,18,5,6
551,16,15,14,13,12,11,10,9,9,8,7,6,5,4,3,2,1,2,3,4,5,6,7,6,5,6,6,5,4,3,2,3,2,3,4,4,5,4,5,16,15,14,13,12,11,10,10,9,8,7,5,4,5,6,6,7,8,9,10,11,13,12,11,10,11,10,9,8,7,6,5,3,2,1,0,3,4,5,6,7,10,9,8,7,6,3,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,9,9,8,7,6,5,4,4,5,5,6,7,8,9,10,11,12,13,13,14,13,12,11,12,12,11,10,9,8,7,6,5,3,8,8,7,7,8,9,10,11,12,12,11,9,8,9,8,7,7,7,6,5,6,6,5,5,6,7,9,10,11,12,12,9,8,6,5,12,11,10,9,8,7,8,9,10,10,9,10,11,12,11,10,9,9,9,10,11,12,13,14,15,16,17,18,19,7,8,9,8,8,9,10,11,10,9,8,7,6,8,10,10,11,12,12,13,14,15,16,17,18,19,20,21,22,17,16,15,14,12,13,14,15,16,17,18,19,20,21,22,8,9,10,11,12,13,14,15,16,17,18,19,8,9,10,11,12,13,14,15,16,17,18,6,7
557,17,16,15,14,13,12,11,10,9,8,7,6,5,5,4,3,2,3,4,4,5,6,7,9,8,7,5,4,3,2,1,2,4,5,6,7,8,7,8,19,18,17,16,15,14,13,13,12,11,10,8,7,7,6,4,5,6,7,8,9,15,14,13,12,13,13,12,11,10,9,8,6,5,4,3,0,1,2,3,4,13,12,11,10,9,6,5,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,8,7,6,5,3,2,1,1,2,3,4,5,6,7,8,9,10,11,16,16,15,14,13,14,15,14,13,12,11,10,9,8,6,10,9,9,9,10,11,12,13,14,15,14,12,11,12,11,10,10,9,8,7,8,8,7,5,4,10,12,13,14,15,14,11,10,8,7,14,13,12,11,10,9,10,11,12,12,11,12,13,14,14,13,12,12,11,12,13,14,15,16,17,18,19,20,21,5,6,6,5,5,6,7,9,10,11,10,9,8,10,11,13,14,15,10,11,12,13,14,15,16,17,18,19,20,20,19,18,17,15,15,16,17,18,19,20,21,22,23,24,5,6,7,8,9,10,11,12,13,14,15,16,8,9,10,11,12,13,14,15,16,17,18,8,9
559,18,17,16,15,14,13,12,11,10,9,8,7,6,6,5,4,3,4,5,5,6,7,8,10,9,8,6,5,4,3,2,3,5,6,7,8,9,8,9,20,19,18,17,16,15,14,14,13,12,11,9,8,8,7,5,6,7,8,7,8,16,15,14,13,14,14,13,12,11,10,9,7,6,5,4,1,0,1,2,3,14,13,12,11,10,7,6,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,9,8,7,6,4,3,2,2,3,4,5,6,7,8,9,10,11,12,17,17,16,15,14,15,16,15,14,13,12,11,10,9,7,11,10,10,10,11,12,13,14,15,16,15,13,12,13,12,11,11,10,9,8,9,9,8,6,5,11,13,14,15,16,15,12,11,9,8,15,14,13,12,11,10,11,12,13,13,12,13,14,15,15,14,13,13,12,13,14,15,16,17,18,19,20,21,22,6,6,5,4,4,5,6,8,9,10,11,10,9,11,12,14,15,16,9,10,11,12,13,14,15,16,17,18,19,21,20,19,18,16,16,17,18,19,20,21,22,23,24,25,4,5,6,7,8,9,10,11,12,13,14,15,9,10,11,12,13,14,15,16,17,18,19,9,10
561,19,18,17,16,15,14,13,12,11,10,9,8,7,7,6,5,4,5,6,6,7,8,9,11,10,9,7,6,5,4,3,4,6,7,8,9,10,9,10,21,20,19,18,17,16,15,15,14,13,12,10,9,9,8,6,7,8,7,6,7,17,16,15,14,15,15,14,13,12,11,10,8,7,6,5,2,1,0,1,2,15,14,13,12,11,8,7,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,10,9,8,7,5,4,3,3,4,5,6,7,8,9,10,11,12,13,18,18,17,16,15,16,17,16,15,14,13,12,11,10,8,12,11,11,11,12,13,14,15,16,17,16,14,13,14,13,12,12,11,10,9,10,10,9,7,6,12,14,15,16,17,16,13,12,10,9,16,15,14,13,12,11,12,13,14,14,13,14,15,16,16,15,14,14,13,14,15,16,17,18,19,20,21,22,23,6,5,4,3,3,4,5,7,8,9,10,11,10,12,13,15,16,17,8,9,10,11,12,13,14,15,16,17,18,22,21,20,19,17,17,18,19,20,21,22,23,24,25,26,3,4,5,6,7,8,9,10,11,12,13,14,10,11,12,13,14,15,16,17,18,19,20,10,11
563,20,19,18,17,16,15,14,13,12,11,10,9,8,8,7,6,5,6,7,7,8,9,10,12,11,10,8,7,6,5,4,5,7,8,9,10,11,10,11,22,21,20,19,18,17,16,16,15,14,13,11,10,10,9,7,8,7,6,5,6,18,17,16,15,16,16,15,14,13,12,11,9,8,7,6,3,2,1,0,1,16,15,14,13,12,9,8,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,11,10,9,8,6,5,4,4,5,6,7,8,9,10,11,12,13,14,19,19,18,17,16,17,18,17,16,15,14,13,12,11,9,13,12,12,12,13,14,15,16,17,18,17,15,14,15,14,13,13,12,11,10,11,11,10,8,6,13,15,16,17,18,17,14,13,11,10,17,16,15,14,13,12,13,14,15,15,14,15,16,17,17,16,15,15,14,15,16,17,18,19,20,21,22,23,24,5,4,3,2,2,3,4,6,7,8,9,10,11,13,14,16,17,18,7,8,9,10,11,12,13,14,15,16,17,23,22,21,20,18,18,19,20,21,22,23,24,25,26,27,2,3,4,5,6,7,8,9,10,11,12,13,11,12,13,14,15,16,17,18,19,20,21,11,12
565,20,19,18,17,16,15,14,13,13,12,11,10,9,9,8,7,6,7,8,7,8,9,10,13,12,11,9,8,7,6,5,6,8,9,10,11,12,11,12,23,22,21,20,19,18,17,17,16,15,14,12,11,11,10,8,7,6,5,4,5,19,18,17,16,17,17,16,15,14,13,12,10,9,8,7,4,3,2,1,0,16,15,15,14,13,10,9,9,9,10,11,12,13,14,15,16,17,18,19,20,21,22,12,11,10,9,7,6,5,5,6,6,7,8,9,10,11,12,13,14,20,20,19,18,17,18,19,18,17,16,15,14,13,12,10,14,12,11,11,12,13,14,15,16,19,18,16,15,16,15,14,14,13,12,11,12,11,10,8,5,14,16,17,18,19,18,15,14,12,11,16,15,14,13,12,12,13,14,15,16,15,16,17,18,18,17,16,16,15,16,17,18,19,20,21,22,23,24,25,4,3,2,1,1,2,3,5,6,7,8,9,10,12,14,16,17,18,6,7,8,9,10,11,12,13,14,15,16,24,23,22,21,19,17,18,19,20,21,22,23,24,25,26,1,2,3,4,5,6,7,8,9,10,11,12,11,12,13,14,15,16,17,18,19,20,21,12,13
621,10,9,8,7,6,5,4,3,4,5,6,7,8,9,10,11,11,11,11,10,11,12,13,6,5,6,8,9,10,11,12,12,10,11,12,12,11,10,11,13,12,11,10,9,8,7,6,5,4,5,7,6,7,8,9,10,11,12,12,13,18,17,16,15,16,17,16,15,14,14,13,11,10,9,10,13,14,15,16,16,0,1,2,3,4,7,8,9,8,7,8,9,10,11,12,13,14,15,16,17,18,19,5,6,7,8,10,11,12,13,12,11,12,13,14,15,16,17,18,19,13,14,15,15,14,15,16,17,16,15,14,13,12,11,9,4,6,5,6,7,8,9,10,11,5,6,8,8,9,10,11,13,14,13,12,11,10,9,9,12,7,9,10,11,12,13,16,15,14,13,11,10,9,8,7,9,10,11,12,13,14,15,16,17,17,16,15,15,16,15,16,17,18,19,20,21,22,23,24,13,14,15,16,15,14,13,11,10,9,8,7,6,4,2,2,3,4,14,15,16,17,18,19,20,21,22,23,24,17,16,15,14,12,12,13,14,15,16,17,18,19,20,21,17,18,19,20,21,22,23,24,25,26,27,28,14,15,16,17,18,19,20,21,22,23,24,13,14
623,9,8,7,6,5,4,3,2,3,4,5,6,7,8,9,10,10,10,10,9,10,11,12,5,4,5,7,8,9,10,11,11,9,10,11,11,10,9,10,12,11,10,9,8,7,6,5,4,3,4,6,5,6,7,8,9,10,11,11,12,17,16,15,14,15,16,15,14,13,13,12,10,9,8,9,12,13,14,15,15,1,0,1,2,3,6,7,8,7,6,7,8,9,10,11,12,13,14,15,16,17,18,4,5,6,7,9,10,11,12,11,10,11,12,13,14,15,16,17,18,12,13,14,14,13,14,15,16,15,14,13,12,11,10,8,3,5,4,5,6,7,8,9,10,4,5,7,7,8,9,10,12,13,12,11,10,9,8,8,11,6,8,9,10,11,12,15,14,13,12,10,9,8,7,6,8,9,10,11,12,13,14,15,16,16,15,14,14,15,14,15,16,17,18,19,20,21,22,23,12,13,14,15,14,13,12,10,9,8,7,6,5,3,1,1,2,3,13,14,15,16,17,18,19,20,21,22,23,16,15,14,13,11,11,12,13,14,15,16,17,18,19,20,16,17,18,19,20,21,22,23,24,25,26,27,13,14,15,16,17,18,19,20,21,22,23,12,13
625,10,9,8,7,6,5,4,3,3,4,5,5,6,7,8,9,9,9,10,10,11,12,13,4,3,4,6,7,8,9,10,10,8,9,10,10,9,8,9,11,10,9,8,7,6,5,4,3,2,3,5,4,5,6,8,9,10,11,12,13,16,15,14,13,14,15,14,13,12,12,11,9,8,7,8,11,12,13,14,15,2,1,0,1,2,5,6,9,8,7,8,9,10,11,12,13,14,15,16,17,18,19,4,5,6,7,9,10,11,12,12,11,12,13,14,15,16,17,18,19,11,12,13,13,12,13,14,15,14,13,12,11,10,9,7,2,5,5,6,7,8,9,10,11,5,6,6,6,7,8,9,11,13,12,11,11,10,9,9,12,5,7,8,9,10,11,14,14,12,11,11,10,9,8,7,9,10,11,12,13,14,15,16,17,15,14,13,13,14,15,16,17,18,19,20,21,22,23,24,13,14,15,16,15,14,13,11,10,9,8,7,6,4,2,2,3,4,14,15,16,17,18,19,20,21,22,23,24,15,14,13,12,10,12,13,14,15,16,17,18,19,20,21,16,17,18,19,20,21,22,23,24,25,26,27,14,15,16,17,18,19,20,21,22,23,24,12,13
627,10,9,8,7,6,5,4,3,2,3,4,4,5,6,7,8,8,8,9,10,11,12,13,3,2,3,5,6,7,8,9,9,7,8,9,9,8,7,8,10,9,8,7,6,5,4,3,2,1,2,4,3,4,5,7,8,9,10,11,12,15,14,13,12,13,14,13,12,11,11,10,8,7,6,7,10,11,12,13,14,3,2,1,0,1,4,5,8,8,7,8,9,10,11,12,13,14,15,16,17,18,19,3,4,5,6,8,9,10,11,12,11,12,13,14,15,16,17,18,19,10,11,12,12,11,12,13,14,13,12,11,10,9,8,6,1,4,5,6,7,8,9,10,11,6,5,5,5,6,7,8,10,12,11,10,11,10,9,9,12,4,6,7,8,9,10,13,13,11,10,11,10,9,8,7,9,10,11,12,13,14,15,16,17,14,13,12,12,13,15,16,17,18,19,20,21,22,23,24,13,14,15,15,14,13,12,11,10,9,8,7,6,4,3,3,4,5,13,14,15,16,17,18,19,20,21,22,23,14,13,12,11,9,12,13,14,15,16,17,18,19,20,21,15,16,17,18,19,20,21,22,23,24,25,26,14,15,16,17,18,19,20,21,22,23,24,11,12
631,11,10,9,8,7,6,5,4,3,4,4,3,4,5,6,7,7,7,8,9,10,11,12,2,1,2,4,5,6,7,8,8,6,7,8,8,7,6,7,11,10,9,8,7,6,5,4,3,2,3,3,2,3,4,6,7,8,9,10,11,14,13,12,11,12,13,12,11,10,10,9,7,6,5,6,9,10,11,12,13,4,3,2,1,0,3,4,7,8,8,9,10,11,12,13,14,15,16,17,18,19,20,4,5,6,7,7,8,9,10,11,10,11,12,13,14,15,16,17,18,9,10,11,11,10,11,12,13,12,11,10,9,8,7,5,2,5,6,7,8,9,10,11,12,7,6,5,4,5,6,7,9,11,10,9,10,10,9,9,11,3,5,6,7,8,9,12,12,10,9,12,11,10,9,8,10,11,12,13,14,13,14,15,16,13,12,11,11,12,14,15,16,17,18,19,20,21,22,23,12,13,14,14,13,12,11,11,11,10,9,8,7,5,4,4,5,6,12,13,14,15,16,17,18,19,20,21,22,13,12,11,10,8,13,14,15,16,17,18,19,20,21,22,14,15,16,17,18,19,20,21,22,23,24,25,13,14,15,16,17,18,19,20,21,22,23,10,11
637,14,13,12,11,10,9,8,7,6,6,5,4,4,5,6,5,4,4,5,6,7,8,9,3,2,3,5,5,6,6,5,5,3,4,5,5,4,3,4,13,12,11,10,9,8,7,7,6,5,4,2,1,2,3,6,7,8,9,10,11,14,13,12,11,11,10,9,8,7,7,6,4,3,2,3,6,7,8,9,10,7,6,5,4,3,0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,7,8,8,7,7,8,7,7,8,7,8,9,10,11,12,13,14,15,10,11,12,12,11,12,11,10,9,8,7,6,5,4,2,5,8,8,8,9,10,11,12,13,9,8,6,5,6,7,6,6,8,7,6,7,7,6,6,8,4,6,7,8,9,10,10,9,7,6,13,12,11,10,9,8,9,10,11,11,10,11,12,13,10,9,8,8,9,11,12,13,14,15,16,17,18,19,20,9,10,11,11,11,12,11,11,11,10,9,8,7,8,7,7,8,9,12,13,14,15,16,17,18,19,20,21,22,14,13,12,11,9,14,15,16,17,18,19,20,21,22,23,11,12,13,14,15,16,17,18,19,20,21,22,10,11,12,13,14,15,16,17,18,19,20,7,8
639,15,14,13,12,11,10,9,8,7,7,6,5,5,6,5,4,3,3,4,5,6,7,8,4,3,4,6,6,6,5,4,4,2,3,4,4,3,2,3,14,13,12,11,10,9,8,8,7,6,5,3,2,3,4,7,8,9,10,11,12,13,12,11,10,10,9,8,7,6,6,5,3,2,1,2,5,6,7,8,9,8,7,6,5,4,1,0,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,8,9,9,8,8,7,6,6,7,6,7,8,9,10,11,12,13,14,11,12,13,12,11,11,10,9,8,7,6,5,4,3,1,6,8,7,7,8,9,10,11,12,10,9,7,6,7,6,5,5,7,6,5,6,6,5,5,7,5,7,8,9,10,11,9,8,6,5,12,11,10,9,8,7,8,9,10,10,9,10,11,12,9,8,7,7,8,10,11,12,13,14,15,16,17,18,19,8,9,10,10,10,11,12,11,10,9,8,7,6,8,8,8,9,10,13,14,15,16,17,18,19,20,21,22,23,15,14,13,12,10,13,14,15,16,17,18,19,20,21,22,10,11,12,13,14,15,16,17,18,19,20,21,9,10,11,12,13,14,15,16,17,18,19,6,7
645,13,12,11,10,9,8,7,6,7,8,9,8,7,6,5,4,3,2,3,3,4,5,6,7,6,7,8,7,6,5,4,3,1,2,3,4,5,5,6,17,16,15,14,13,12,11,11,10,9,8,6,5,6,7,8,9,10,10,9,10,12,11,10,9,10,10,9,8,7,6,5,4,3,2,3,5,6,7,8,9,9,8,9,8,7,4,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,6,7,8,9,8,7,6,6,5,4,5,6,7,8,9,10,11,12,14,13,12,11,10,11,12,12,11,10,9,8,7,6,4,8,5,4,4,5,6,7,8,9,12,12,10,9,10,9,8,8,6,5,4,4,3,2,2,5,8,10,11,12,12,11,8,7,5,4,9,8,7,6,5,4,5,6,7,8,8,9,10,11,12,11,10,9,8,9,10,11,12,13,14,15,16,17,18,6,7,8,9,10,11,10,8,7,6,5,4,3,5,7,9,10,11,11,12,13,14,15,16,17,18,19,20,21,18,17,16,15,13,10,11,12,13,14,15,16,17,18,19,10,11,12,13,14,15,16,17,18,19,20,21,7,8,9,10,11,12,13,14,15,16,17,5,6
